pin,bank,site,tile,pin_function
E3,35,IOB_X1Y128,RIOB33_X57Y127,IO_L11P_T1_SRCC_35
E5,35,IOB_X1Y123,RIOB33_X57Y123,IO_L13N_T2_MRCC_35
E6,35,IOB_X1Y149,RIOB33_SING_X57Y149,IO_0_35
E11,15,IOB_X0Y122,LIOB33_X0Y121,IO_L14P_T2_SRCC_15
E12,15,IOB_X0Y124,LIOB33_X0Y123,IO_L13P_T2_MRCC_15
E13,15,IOB_X0Y123,LIOB33_X0Y123,IO_L13N_T2_MRCC_15
E15,15,IOB_X0Y113,LIOB33_X0Y113,IO_L18N_T2_A23_15
E16,15,IOB_X0Y116,LIOB33_X0Y115,IO_L17P_T2_A26_15
F2,35,IOB_X1Y120,RIOB33_X57Y119,IO_L15P_T2_DQS_35
F3,35,IOB_X1Y121,RIOB33_X57Y121,IO_L14N_T2_SRCC_35
F4,35,IOB_X1Y122,RIOB33_X57Y121,IO_L14P_T2_SRCC_35
F5,35,IOB_X1Y124,RIOB33_X57Y123,IO_L13P_T2_MRCC_35
F12,15,IOB_X0Y118,LIOB33_X0Y117,IO_L16P_T2_A28_15
F13,15,IOB_X0Y117,LIOB33_X0Y117,IO_L16N_T2_A27_15
F14,15,IOB_X0Y107,LIOB33_X0Y107,IO_L21N_T3_DQS_A18_15
F15,15,IOB_X0Y114,LIOB33_X0Y113,IO_L18P_T2_A24_15
G1,35,IOB_X1Y115,RIOB33_X57Y115,IO_L17N_T2_35
G2,35,IOB_X1Y116,RIOB33_X57Y115,IO_L17P_T2_35
G4,35,IOB_X1Y117,RIOB33_X57Y117,IO_L16N_T2_35
G5,35,IOB_X1Y118,RIOB33_X57Y117,IO_L16P_T2_35
G11,15,IOB_X0Y100,LIOB33_SING_X0Y100,IO_25_15
G12,15,IOB_X0Y111,LIOB33_X0Y111,IO_L19N_T3_A21_VREF_15
G14,15,IOB_X0Y108,LIOB33_X0Y107,IO_L21P_T3_DQS_15
G15,15,IOB_X0Y101,LIOB33_X0Y101,IO_L24N_T3_RS0_15
G16,15,IOB_X0Y105,LIOB33_X0Y105,IO_L22N_T3_A16_15
H1,35,IOB_X1Y109,RIOB33_X57Y109,IO_L20N_T3_35
H2,35,IOB_X1Y110,RIOB33_X57Y109,IO_L20P_T3_35
H3,35,IOB_X1Y107,RIOB33_X57Y107,IO_L21N_T3_DQS_35
H4,35,IOB_X1Y113,RIOB33_X57Y113,IO_L18N_T2_35
H5,35,IOB_X1Y114,RIOB33_X57Y113,IO_L18P_T2_35
H8,0,IPAD_X0Y30,MONITOR_BOT_X46Y131,VP_0
H11,15,IOB_X0Y112,LIOB33_X0Y111,IO_L19P_T3_A22_15
H12,15,IOB_X0Y110,LIOB33_X0Y109,IO_L20P_T3_A20_15
H13,15,IOB_X0Y109,LIOB33_X0Y109,IO_L20N_T3_A19_15
H14,15,IOB_X0Y102,LIOB33_X0Y101,IO_L24P_T3_RS1_15
H16,15,IOB_X0Y106,LIOB33_X0Y105,IO_L22P_T3_A17_15
J1,35,IOB_X1Y105,RIOB33_X57Y105,IO_L22N_T3_35
J3,35,IOB_X1Y108,RIOB33_X57Y107,IO_L21P_T3_DQS_35
J4,35,IOB_X1Y111,RIOB33_X57Y111,IO_L19N_T3_VREF_35
J5,35,IOB_X1Y112,RIOB33_X57Y111,IO_L19P_T3_35
J7,0,IPAD_X0Y31,MONITOR_BOT_X46Y131,VN_0
J13,14,IOB_X0Y98,LIOB33_X0Y97,IO_L1P_T0_D00_MOSI_14
J14,14,IOB_X0Y97,LIOB33_X0Y97,IO_L1N_T0_D01_DIN_14
J15,15,IOB_X0Y104,LIOB33_X0Y103,IO_L23P_T3_FOE_B_15
J16,15,IOB_X0Y103,LIOB33_X0Y103,IO_L23N_T3_FWE_B_15
K1,35,IOB_X1Y106,RIOB33_X57Y105,IO_L22P_T3_35
K2,35,IOB_X1Y101,RIOB33_X57Y101,IO_L24N_T3_35
K3,35,IOB_X1Y102,RIOB33_X57Y101,IO_L24P_T3_35
K5,35,IOB_X1Y100,RIOB33_SING_X57Y100,IO_25_35
K12,14,IOB_X0Y99,LIOB33_SING_X0Y99,IO_0_14
K13,14,IOB_X0Y90,LIOB33_X0Y89,IO_L5P_T0_D06_14
K15,14,IOB_X0Y96,LIOB33_X0Y95,IO_L2P_T0_D02_14
K16,14,IOB_X0Y95,LIOB33_X0Y95,IO_L2N_T0_D03_14
L2,35,IOB_X1Y103,RIOB33_X57Y103,IO_L23N_T3_35
L3,35,IOB_X1Y104,RIOB33_X57Y103,IO_L23P_T3_35
L4,34,IOB_X1Y98,RIOB33_X57Y97,IO_L1P_T0_34
L5,34,IOB_X1Y99,RIOB33_SING_X57Y99,IO_0_34
L12,14,IOB_X0Y88,LIOB33_X0Y87,IO_L6P_T0_FCS_B_14
L13,14,IOB_X0Y89,LIOB33_X0Y89,IO_L5N_T0_D07_14
L14,14,IOB_X0Y92,LIOB33_X0Y91,IO_L4P_T0_D04_14
L15,14,IOB_X0Y94,LIOB33_X0Y93,IO_L3P_T0_DQS_PUDC_B_14
M1,34,IOB_X1Y95,RIOB33_X57Y95,IO_L2N_T0_34
M2,34,IOB_X1Y96,RIOB33_X57Y95,IO_L2P_T0_34
M4,34,IOB_X1Y97,RIOB33_X57Y97,IO_L1N_T0_34
M5,34,IOB_X1Y88,RIOB33_X57Y87,IO_L6P_T0_34
M6,14,IOB_X0Y62,LIOB33_X0Y61,IO_L19P_T3_A10_D26_14
M12,14,IOB_X0Y87,LIOB33_X0Y87,IO_L6N_T0_D08_VREF_14
M14,14,IOB_X0Y91,LIOB33_X0Y91,IO_L4N_T0_D05_14
M15,14,IOB_X0Y93,LIOB33_X0Y93,IO_L3N_T0_DQS_EMCCLK_14
M16,14,IOB_X0Y86,LIOB33_X0Y85,IO_L7P_T1_D09_14
N1,34,IOB_X1Y92,RIOB33_X57Y91,IO_L4P_T0_34
N2,34,IOB_X1Y93,RIOB33_X57Y93,IO_L3N_T0_DQS_34
N3,34,IOB_X1Y94,RIOB33_X57Y93,IO_L3P_T0_DQS_34
N4,34,IOB_X1Y87,RIOB33_X57Y87,IO_L6N_T0_VREF_34
N6,14,IOB_X0Y61,LIOB33_X0Y61,IO_L19N_T3_A09_D25_VREF_14
N9,14,IOB_X0Y64,LIOB33_X0Y63,IO_L18P_T2_A12_D28_14
N11,14,IOB_X0Y74,LIOB33_X0Y73,IO_L13P_T2_MRCC_14
N12,14,IOB_X0Y73,LIOB33_X0Y73,IO_L13N_T2_MRCC_14
N13,14,IOB_X0Y78,LIOB33_X0Y77,IO_L11P_T1_SRCC_14
N14,14,IOB_X0Y76,LIOB33_X0Y75,IO_L12P_T1_MRCC_14
N16,14,IOB_X0Y85,LIOB33_X0Y85,IO_L7N_T1_D10_14
P1,34,IOB_X1Y91,RIOB33_X57Y91,IO_L4N_T0_34
P3,34,IOB_X1Y89,RIOB33_X57Y89,IO_L5N_T0_34
P4,34,IOB_X1Y90,RIOB33_X57Y89,IO_L5P_T0_34
P5,34,IOB_X1Y80,RIOB33_X57Y79,IO_L10P_T1_34
P6,14,IOB_X0Y50,LIOB33_SING_X0Y50,IO_25_14
P8,14,IOB_X0Y60,LIOB33_X0Y59,IO_L20P_T3_A08_D24_14
P9,14,IOB_X0Y63,LIOB33_X0Y63,IO_L18N_T2_A11_D27_14
P10,14,IOB_X0Y72,LIOB33_X0Y71,IO_L14P_T2_SRCC_14
P11,14,IOB_X0Y71,LIOB33_X0Y71,IO_L14N_T2_SRCC_14
P13,14,IOB_X0Y77,LIOB33_X0Y77,IO_L11N_T1_SRCC_14
P14,14,IOB_X0Y75,LIOB33_X0Y75,IO_L12N_T1_MRCC_14
P15,14,IOB_X0Y84,LIOB33_X0Y83,IO_L8P_T1_D11_14
P16,14,IOB_X0Y83,LIOB33_X0Y83,IO_L8N_T1_D12_14
R1,34,IOB_X1Y85,RIOB33_X57Y85,IO_L7N_T1_34
R2,34,IOB_X1Y86,RIOB33_X57Y85,IO_L7P_T1_34
R3,34,IOB_X1Y84,RIOB33_X57Y83,IO_L8P_T1_34
R5,14,IOB_X0Y54,LIOB33_X0Y53,IO_L23P_T3_A03_D19_14
R6,14,IOB_X0Y52,LIOB33_X0Y51,IO_L24P_T3_A01_D17_14
R7,14,IOB_X0Y51,LIOB33_X0Y51,IO_L24N_T3_A00_D16_14
R8,14,IOB_X0Y59,LIOB33_X0Y59,IO_L20N_T3_A07_D23_14
R10,14,IOB_X0Y66,LIOB33_X0Y65,IO_L17P_T2_A14_D30_14
R11,14,IOB_X0Y65,LIOB33_X0Y65,IO_L17N_T2_A13_D29_14
R12,14,IOB_X0Y70,LIOB33_X0Y69,IO_L15P_T2_DQS_RDWR_B_14
R13,14,IOB_X0Y68,LIOB33_X0Y67,IO_L16P_T2_CSI_B_14
R15,14,IOB_X0Y82,LIOB33_X0Y81,IO_L9P_T1_DQS_14
R16,14,IOB_X0Y81,LIOB33_X0Y81,IO_L9N_T1_DQS_D13_14
T2,34,IOB_X1Y83,RIOB33_X57Y83,IO_L8N_T1_34
T3,34,IOB_X1Y81,RIOB33_X57Y81,IO_L9N_T1_DQS_34
T4,34,IOB_X1Y82,RIOB33_X57Y81,IO_L9P_T1_DQS_34
T5,14,IOB_X0Y53,LIOB33_X0Y53,IO_L23N_T3_A02_D18_14
T7,14,IOB_X0Y58,LIOB33_X0Y57,IO_L21P_T3_DQS_14
T8,14,IOB_X0Y57,LIOB33_X0Y57,IO_L21N_T3_DQS_A06_D22_14
T9,14,IOB_X0Y56,LIOB33_X0Y55,IO_L22P_T3_A05_D21_14
T10,14,IOB_X0Y55,LIOB33_X0Y55,IO_L22N_T3_A04_D20_14
T12,14,IOB_X0Y69,LIOB33_X0Y69,IO_L15N_T2_DQS_DOUT_CSO_B_14
T13,14,IOB_X0Y67,LIOB33_X0Y67,IO_L16N_T2_A15_D31_14
T14,14,IOB_X0Y80,LIOB33_X0Y79,IO_L10P_T1_D14_14
T15,14,IOB_X0Y79,LIOB33_X0Y79,IO_L10N_T1_D15_14
