pin,bank,site,tile,pin_function
C2,502,IOPAD_X1Y68,PSS2_X32Y105,PS_DDR_DQS_P0_502
C3,502,IOPAD_X1Y32,PSS2_X32Y105,PS_DDR_DQ0_502
C5,500,IOPAD_X1Y91,PSS2_X32Y105,PS_MIO14_500
C6,500,IOPAD_X1Y88,PSS2_X32Y105,PS_MIO11_500
C7,500,IOPAD_X1Y132,PSS2_X32Y105,PS_POR_B_500
C8,500,IOPAD_X1Y92,PSS2_X32Y105,PS_MIO15_500
C10,501,IOPAD_X1Y129,PSS2_X32Y105,PS_MIO52_501
C11,501,IOPAD_X1Y130,PSS2_X32Y105,PS_MIO53_501
C12,501,IOPAD_X1Y126,PSS2_X32Y105,PS_MIO49_501
C13,501,IOPAD_X1Y106,PSS2_X32Y105,PS_MIO29_501
C15,501,IOPAD_X1Y107,PSS2_X32Y105,PS_MIO30_501
C16,501,IOPAD_X1Y105,PSS2_X32Y105,PS_MIO28_501
C17,501,IOPAD_X1Y118,PSS2_X32Y105,PS_MIO41_501
C18,501,IOPAD_X1Y116,PSS2_X32Y105,PS_MIO39_501
C20,35,IOB_X1Y148,RIOB33_X73Y147,IO_L1P_T0_AD0P_35
D1,502,IOPAD_X1Y37,PSS2_X32Y105,PS_DDR_DQ5_502
D3,502,IOPAD_X1Y36,PSS2_X32Y105,PS_DDR_DQ4_502
D4,502,IOPAD_X1Y18,PSS2_X32Y105,PS_DDR_A13_502
D5,500,IOPAD_X1Y85,PSS2_X32Y105,PS_MIO8_500
D6,500,IOPAD_X1Y80,PSS2_X32Y105,PS_MIO3_500
D8,500,IOPAD_X1Y84,PSS2_X32Y105,PS_MIO7_500
D9,500,IOPAD_X1Y89,PSS2_X32Y105,PS_MIO12_500
D10,501,IOPAD_X1Y96,PSS2_X32Y105,PS_MIO19_501
D11,501,IOPAD_X1Y100,PSS2_X32Y105,PS_MIO23_501
D13,501,IOPAD_X1Y104,PSS2_X32Y105,PS_MIO27_501
D14,501,IOPAD_X1Y117,PSS2_X32Y105,PS_MIO40_501
D15,501,IOPAD_X1Y110,PSS2_X32Y105,PS_MIO33_501
D16,501,IOPAD_X1Y123,PSS2_X32Y105,PS_MIO46_501
D18,35,IOB_X1Y143,RIOB33_X73Y143,IO_L3N_T0_DQS_AD1N_35
D19,35,IOB_X1Y142,RIOB33_X73Y141,IO_L4P_T0_35
D20,35,IOB_X1Y141,RIOB33_X73Y141,IO_L4N_T0_35
E1,502,IOPAD_X1Y39,PSS2_X32Y105,PS_DDR_DQ7_502
E2,502,IOPAD_X1Y40,PSS2_X32Y105,PS_DDR_DQ8_502
E3,502,IOPAD_X1Y41,PSS2_X32Y105,PS_DDR_DQ9_502
E4,502,IOPAD_X1Y16,PSS2_X32Y105,PS_DDR_A12_502
E6,500,IOPAD_X1Y77,PSS2_X32Y105,PS_MIO0_500
E7,500,IOPAD_X1Y26,PSS2_X32Y105,PS_CLK_500
E8,500,IOPAD_X1Y90,PSS2_X32Y105,PS_MIO13_500
E9,500,IOPAD_X1Y87,PSS2_X32Y105,PS_MIO10_500
E12,501,IOPAD_X1Y119,PSS2_X32Y105,PS_MIO42_501
E13,501,IOPAD_X1Y115,PSS2_X32Y105,PS_MIO38_501
E14,501,IOPAD_X1Y94,PSS2_X32Y105,PS_MIO17_501
E16,501,IOPAD_X1Y108,PSS2_X32Y105,PS_MIO31_501
E17,35,IOB_X1Y144,RIOB33_X73Y143,IO_L3P_T0_DQS_AD1P_35
E18,35,IOB_X1Y140,RIOB33_X73Y139,IO_L5P_T0_AD9P_35
E19,35,IOB_X1Y139,RIOB33_X73Y139,IO_L5N_T0_AD9N_35
F1,502,IOPAD_X1Y29,PSS2_X32Y105,PS_DDR_DM1_502
F2,502,IOPAD_X1Y65,PSS2_X32Y105,PS_DDR_DQS_N1_502
F4,502,IOPAD_X1Y17,PSS2_X32Y105,PS_DDR_A14_502
F5,502,IOPAD_X1Y14,PSS2_X32Y105,PS_DDR_A10_502
F12,501,IOPAD_X1Y112,PSS2_X32Y105,PS_MIO35_501
F13,501,IOPAD_X1Y121,PSS2_X32Y105,PS_MIO44_501
F14,501,IOPAD_X1Y98,PSS2_X32Y105,PS_MIO21_501
F15,501,IOPAD_X1Y102,PSS2_X32Y105,PS_MIO25_501
F16,35,IOB_X1Y138,RIOB33_X73Y137,IO_L6P_T0_35
F17,35,IOB_X1Y137,RIOB33_X73Y137,IO_L6N_T0_VREF_35
F19,35,IOB_X1Y120,RIOB33_X73Y119,IO_L15P_T2_DQS_AD12P_35
F20,35,IOB_X1Y119,RIOB33_X73Y119,IO_L15N_T2_DQS_AD12N_35
G2,502,IOPAD_X1Y69,PSS2_X32Y105,PS_DDR_DQS_P1_502
G3,502,IOPAD_X1Y42,PSS2_X32Y105,PS_DDR_DQ10_502
G4,502,IOPAD_X1Y15,PSS2_X32Y105,PS_DDR_A11_502
G5,502,IOPAD_X1Y2,PSS2_X32Y105,PS_DDR_VRN_502
G14,35,IOB_X1Y149,RIOB33_SING_X73Y149,IO_0_35
G15,35,IOB_X1Y111,RIOB33_X73Y111,IO_L19N_T3_VREF_35
G17,35,IOB_X1Y118,RIOB33_X73Y117,IO_L16P_T2_35
G18,35,IOB_X1Y117,RIOB33_X73Y117,IO_L16N_T2_35
G19,35,IOB_X1Y114,RIOB33_X73Y113,IO_L18P_T2_AD13P_35
G20,35,IOB_X1Y113,RIOB33_X73Y113,IO_L18N_T2_AD13N_35
H1,502,IOPAD_X1Y46,PSS2_X32Y105,PS_DDR_DQ14_502
H2,502,IOPAD_X1Y45,PSS2_X32Y105,PS_DDR_DQ13_502
H3,502,IOPAD_X1Y43,PSS2_X32Y105,PS_DDR_DQ11_502
H5,502,IOPAD_X1Y3,PSS2_X32Y105,PS_DDR_VRP_502
H15,35,IOB_X1Y112,RIOB33_X73Y111,IO_L19P_T3_35
H16,35,IOB_X1Y124,RIOB33_X73Y123,IO_L13P_T2_MRCC_35
H17,35,IOB_X1Y123,RIOB33_X73Y123,IO_L13N_T2_MRCC_35
H18,35,IOB_X1Y121,RIOB33_X73Y121,IO_L14N_T2_AD4N_SRCC_35
H20,35,IOB_X1Y115,RIOB33_X73Y115,IO_L17N_T2_AD5N_35
J1,502,IOPAD_X1Y47,PSS2_X32Y105,PS_DDR_DQ15_502
J3,502,IOPAD_X1Y44,PSS2_X32Y105,PS_DDR_DQ12_502
J4,502,IOPAD_X1Y13,PSS2_X32Y105,PS_DDR_A9_502
J5,502,IOPAD_X1Y21,PSS2_X32Y105,PS_DDR_BA2_502
J14,35,IOB_X1Y109,RIOB33_X73Y109,IO_L20N_T3_AD6N_35
J15,35,IOB_X1Y100,RIOB33_SING_X73Y100,IO_25_35
J16,35,IOB_X1Y101,RIOB33_X73Y101,IO_L24N_T3_AD15N_35
J18,35,IOB_X1Y122,RIOB33_X73Y121,IO_L14P_T2_AD4P_SRCC_35
J19,35,IOB_X1Y129,RIOB33_X73Y129,IO_L10N_T1_AD11N_35
J20,35,IOB_X1Y116,RIOB33_X73Y115,IO_L17P_T2_AD5P_35
K1,502,IOPAD_X1Y12,PSS2_X32Y105,PS_DDR_A8_502
K2,502,IOPAD_X1Y5,PSS2_X32Y105,PS_DDR_A1_502
K3,502,IOPAD_X1Y7,PSS2_X32Y105,PS_DDR_A3_502
K4,502,IOPAD_X1Y11,PSS2_X32Y105,PS_DDR_A7_502
K9,0,IPAD_X0Y0,MONITOR_BOT_PELE1_X123Y131,VP_0
K14,35,IOB_X1Y110,RIOB33_X73Y109,IO_L20P_T3_AD6P_35
K16,35,IOB_X1Y102,RIOB33_X73Y101,IO_L24P_T3_AD15P_35
K17,35,IOB_X1Y126,RIOB33_X73Y125,IO_L12P_T1_MRCC_35
K18,35,IOB_X1Y125,RIOB33_X73Y125,IO_L12N_T1_MRCC_35
K19,35,IOB_X1Y130,RIOB33_X73Y129,IO_L10P_T1_AD11P_35
L1,502,IOPAD_X1Y9,PSS2_X32Y105,PS_DDR_A5_502
L2,502,IOPAD_X1Y25,PSS2_X32Y105,PS_DDR_CKP_502
L4,502,IOPAD_X1Y10,PSS2_X32Y105,PS_DDR_A6_502
L5,502,IOPAD_X1Y19,PSS2_X32Y105,PS_DDR_BA0_502
L10,0,IPAD_X0Y1,MONITOR_BOT_PELE1_X123Y131,VN_0
L14,35,IOB_X1Y106,RIOB33_X73Y105,IO_L22P_T3_AD7P_35
L15,35,IOB_X1Y105,RIOB33_X73Y105,IO_L22N_T3_AD7N_35
L16,35,IOB_X1Y128,RIOB33_X73Y127,IO_L11P_T1_SRCC_35
L17,35,IOB_X1Y127,RIOB33_X73Y127,IO_L11N_T1_SRCC_35
L19,35,IOB_X1Y132,RIOB33_X73Y131,IO_L9P_T1_DQS_AD3P_35
L20,35,IOB_X1Y131,RIOB33_X73Y131,IO_L9N_T1_DQS_AD3N_35
M2,502,IOPAD_X1Y24,PSS2_X32Y105,PS_DDR_CKN_502
M3,502,IOPAD_X1Y6,PSS2_X32Y105,PS_DDR_A2_502
M4,502,IOPAD_X1Y8,PSS2_X32Y105,PS_DDR_A4_502
M5,502,IOPAD_X1Y1,PSS2_X32Y105,PS_DDR_WE_B_502
M14,35,IOB_X1Y104,RIOB33_X73Y103,IO_L23P_T3_35
M15,35,IOB_X1Y103,RIOB33_X73Y103,IO_L23N_T3_35
M17,35,IOB_X1Y134,RIOB33_X73Y133,IO_L8P_T1_AD10P_35
M18,35,IOB_X1Y133,RIOB33_X73Y133,IO_L8N_T1_AD10N_35
M19,35,IOB_X1Y136,RIOB33_X73Y135,IO_L7P_T1_AD2P_35
M20,35,IOB_X1Y135,RIOB33_X73Y135,IO_L7N_T1_AD2N_35
N1,502,IOPAD_X1Y27,PSS2_X32Y105,PS_DDR_CS_B_502
N2,502,IOPAD_X1Y4,PSS2_X32Y105,PS_DDR_A0_502
N3,502,IOPAD_X1Y23,PSS2_X32Y105,PS_DDR_CKE_502
N5,502,IOPAD_X1Y131,PSS2_X32Y105,PS_DDR_ODT_502
N15,35,IOB_X1Y108,RIOB33_X73Y107,IO_L21P_T3_DQS_AD14P_35
N16,35,IOB_X1Y107,RIOB33_X73Y107,IO_L21N_T3_DQS_AD14N_35
N17,34,IOB_X1Y54,RIOB33_X73Y53,IO_L23P_T3_34
N18,34,IOB_X1Y74,RIOB33_X73Y73,IO_L13P_T2_MRCC_34
N20,34,IOB_X1Y72,RIOB33_X73Y71,IO_L14P_T2_SRCC_34
P1,502,IOPAD_X1Y48,PSS2_X32Y105,PS_DDR_DQ16_502
P3,502,IOPAD_X1Y49,PSS2_X32Y105,PS_DDR_DQ17_502
P4,502,IOPAD_X1Y133,PSS2_X32Y105,PS_DDR_RAS_B_502
P5,502,IOPAD_X1Y22,PSS2_X32Y105,PS_DDR_CAS_B_502
P14,34,IOB_X1Y88,RIOB33_X73Y87,IO_L6P_T0_34
P15,34,IOB_X1Y52,RIOB33_X73Y51,IO_L24P_T3_34
P16,34,IOB_X1Y51,RIOB33_X73Y51,IO_L24N_T3_34
P18,34,IOB_X1Y53,RIOB33_X73Y53,IO_L23N_T3_34
P19,34,IOB_X1Y73,RIOB33_X73Y73,IO_L13N_T2_MRCC_34
P20,34,IOB_X1Y71,RIOB33_X73Y71,IO_L14N_T2_SRCC_34
R1,502,IOPAD_X1Y51,PSS2_X32Y105,PS_DDR_DQ19_502
R2,502,IOPAD_X1Y70,PSS2_X32Y105,PS_DDR_DQS_P2_502
R3,502,IOPAD_X1Y50,PSS2_X32Y105,PS_DDR_DQ18_502
R4,502,IOPAD_X1Y20,PSS2_X32Y105,PS_DDR_BA1_502
R14,34,IOB_X1Y87,RIOB33_X73Y87,IO_L6N_T0_VREF_34
R16,34,IOB_X1Y62,RIOB33_X73Y61,IO_L19P_T3_34
R17,34,IOB_X1Y61,RIOB33_X73Y61,IO_L19N_T3_VREF_34
R18,34,IOB_X1Y59,RIOB33_X73Y59,IO_L20N_T3_34
R19,34,IOB_X1Y99,RIOB33_SING_X73Y99,IO_0_34
T1,502,IOPAD_X1Y30,PSS2_X32Y105,PS_DDR_DM2_502
T2,502,IOPAD_X1Y66,PSS2_X32Y105,PS_DDR_DQS_N2_502
T4,502,IOPAD_X1Y52,PSS2_X32Y105,PS_DDR_DQ20_502
T5,13,IOB_X0Y12,LIOB33_X0Y11,IO_L19P_T3_13
T9,13,IOB_X0Y26,LIOB33_X0Y25,IO_L12P_T1_MRCC_13
T10,34,IOB_X1Y97,RIOB33_X73Y97,IO_L1N_T0_34
T11,34,IOB_X1Y98,RIOB33_X73Y97,IO_L1P_T0_34
T12,34,IOB_X1Y96,RIOB33_X73Y95,IO_L2P_T0_34
T14,34,IOB_X1Y90,RIOB33_X73Y89,IO_L5P_T0_34
T15,34,IOB_X1Y89,RIOB33_X73Y89,IO_L5N_T0_34
T16,34,IOB_X1Y82,RIOB33_X73Y81,IO_L9P_T1_DQS_34
T17,34,IOB_X1Y60,RIOB33_X73Y59,IO_L20P_T3_34
T19,34,IOB_X1Y50,RIOB33_SING_X73Y50,IO_25_34
T20,34,IOB_X1Y70,RIOB33_X73Y69,IO_L15P_T2_DQS_34
U2,502,IOPAD_X1Y54,PSS2_X32Y105,PS_DDR_DQ22_502
U3,502,IOPAD_X1Y55,PSS2_X32Y105,PS_DDR_DQ23_502
U4,502,IOPAD_X1Y53,PSS2_X32Y105,PS_DDR_DQ21_502
U5,13,IOB_X0Y11,LIOB33_X0Y11,IO_L19N_T3_VREF_13
U7,13,IOB_X0Y28,LIOB33_X0Y27,IO_L11P_T1_SRCC_13
U8,13,IOB_X0Y15,LIOB33_X0Y15,IO_L17N_T2_13
U9,13,IOB_X0Y16,LIOB33_X0Y15,IO_L17P_T2_13
U10,13,IOB_X0Y25,LIOB33_X0Y25,IO_L12N_T1_MRCC_13
U12,34,IOB_X1Y95,RIOB33_X73Y95,IO_L2N_T0_34
U13,34,IOB_X1Y94,RIOB33_X73Y93,IO_L3P_T0_DQS_PUDC_B_34
U14,34,IOB_X1Y78,RIOB33_X73Y77,IO_L11P_T1_SRCC_34
U15,34,IOB_X1Y77,RIOB33_X73Y77,IO_L11N_T1_SRCC_34
U17,34,IOB_X1Y81,RIOB33_X73Y81,IO_L9N_T1_DQS_34
U18,34,IOB_X1Y76,RIOB33_X73Y75,IO_L12P_T1_MRCC_34
U19,34,IOB_X1Y75,RIOB33_X73Y75,IO_L12N_T1_MRCC_34
U20,34,IOB_X1Y69,RIOB33_X73Y69,IO_L15N_T2_DQS_34
V1,502,IOPAD_X1Y56,PSS2_X32Y105,PS_DDR_DQ24_502
V2,502,IOPAD_X1Y62,PSS2_X32Y105,PS_DDR_DQ30_502
V3,502,IOPAD_X1Y63,PSS2_X32Y105,PS_DDR_DQ31_502
V5,13,IOB_X0Y37,LIOB33_X0Y37,IO_L6N_T0_VREF_13
V6,13,IOB_X0Y6,LIOB33_X0Y5,IO_L22P_T3_13
V7,13,IOB_X0Y27,LIOB33_X0Y27,IO_L11N_T1_SRCC_13
V8,13,IOB_X0Y20,LIOB33_X0Y19,IO_L15P_T2_DQS_13
V10,13,IOB_X0Y7,LIOB33_X0Y7,IO_L21N_T3_DQS_13
V11,13,IOB_X0Y8,LIOB33_X0Y7,IO_L21P_T3_DQS_13
V12,34,IOB_X1Y92,RIOB33_X73Y91,IO_L4P_T0_34
V13,34,IOB_X1Y93,RIOB33_X73Y93,IO_L3N_T0_DQS_34
V15,34,IOB_X1Y80,RIOB33_X73Y79,IO_L10P_T1_34
V16,34,IOB_X1Y64,RIOB33_X73Y63,IO_L18P_T2_34
V17,34,IOB_X1Y58,RIOB33_X73Y57,IO_L21P_T3_DQS_34
V18,34,IOB_X1Y57,RIOB33_X73Y57,IO_L21N_T3_DQS_34
V20,34,IOB_X1Y68,RIOB33_X73Y67,IO_L16P_T2_34
W1,502,IOPAD_X1Y58,PSS2_X32Y105,PS_DDR_DQ26_502
W3,502,IOPAD_X1Y61,PSS2_X32Y105,PS_DDR_DQ29_502
W4,502,IOPAD_X1Y67,PSS2_X32Y105,PS_DDR_DQS_N3_502
W5,502,IOPAD_X1Y71,PSS2_X32Y105,PS_DDR_DQS_P3_502
W6,13,IOB_X0Y5,LIOB33_X0Y5,IO_L22N_T3_13
W8,13,IOB_X0Y19,LIOB33_X0Y19,IO_L15N_T2_DQS_13
W9,13,IOB_X0Y17,LIOB33_X0Y17,IO_L16N_T2_13
W10,13,IOB_X0Y18,LIOB33_X0Y17,IO_L16P_T2_13
W11,13,IOB_X0Y14,LIOB33_X0Y13,IO_L18P_T2_13
W13,34,IOB_X1Y91,RIOB33_X73Y91,IO_L4N_T0_34
W14,34,IOB_X1Y84,RIOB33_X73Y83,IO_L8P_T1_34
W15,34,IOB_X1Y79,RIOB33_X73Y79,IO_L10N_T1_34
W16,34,IOB_X1Y63,RIOB33_X73Y63,IO_L18N_T2_34
W18,34,IOB_X1Y56,RIOB33_X73Y55,IO_L22P_T3_34
W19,34,IOB_X1Y55,RIOB33_X73Y55,IO_L22N_T3_34
W20,34,IOB_X1Y67,RIOB33_X73Y67,IO_L16N_T2_34
Y1,502,IOPAD_X1Y31,PSS2_X32Y105,PS_DDR_DM3_502
Y2,502,IOPAD_X1Y60,PSS2_X32Y105,PS_DDR_DQ28_502
Y3,502,IOPAD_X1Y57,PSS2_X32Y105,PS_DDR_DQ25_502
Y4,502,IOPAD_X1Y59,PSS2_X32Y105,PS_DDR_DQ27_502
Y6,13,IOB_X0Y23,LIOB33_X0Y23,IO_L13N_T2_MRCC_13
Y7,13,IOB_X0Y24,LIOB33_X0Y23,IO_L13P_T2_MRCC_13
Y8,13,IOB_X0Y21,LIOB33_X0Y21,IO_L14N_T2_SRCC_13
Y9,13,IOB_X0Y22,LIOB33_X0Y21,IO_L14P_T2_SRCC_13
Y11,13,IOB_X0Y13,LIOB33_X0Y13,IO_L18N_T2_13
Y12,13,IOB_X0Y10,LIOB33_X0Y9,IO_L20P_T3_13
Y13,13,IOB_X0Y9,LIOB33_X0Y9,IO_L20N_T3_13
Y14,34,IOB_X1Y83,RIOB33_X73Y83,IO_L8N_T1_34
Y16,34,IOB_X1Y86,RIOB33_X73Y85,IO_L7P_T1_34
Y17,34,IOB_X1Y85,RIOB33_X73Y85,IO_L7N_T1_34
Y18,34,IOB_X1Y66,RIOB33_X73Y65,IO_L17P_T2_34
Y19,34,IOB_X1Y65,RIOB33_X73Y65,IO_L17N_T2_34
