pin,bank,site,tile,pin_function
C18,15,IOB_X0Y125,LIOB33_X0Y125,IO_L12N_T1_MRCC_AD5N_15
C19,15,IOB_X0Y112,LIOB33_X0Y111,IO_L19P_T3_A22_15
C20,15,IOB_X0Y111,LIOB33_X0Y111,IO_L19N_T3_A21_VREF_15
C22,15,IOB_X0Y108,LIOB33_X0Y107,IO_L21P_T3_DQS_15
D1,115,OPAD_X0Y2,GTX_CHANNEL_1_X99Y121,MGTXTXN1_115
D2,115,OPAD_X0Y3,GTX_CHANNEL_1_X99Y121,MGTXTXP1_115
D5,115,IPAD_X0Y9,GTX_COMMON_X99Y127,MGTREFCLK0N_115
D6,115,IPAD_X0Y8,GTX_COMMON_X99Y127,MGTREFCLK0P_115
D9,16,IOB_X0Y162,LIOB33_X0Y161,IO_L19P_T3_16
D10,16,IOB_X0Y186,LIOB33_X0Y185,IO_L7P_T1_16
D11,16,IOB_X0Y175,LIOB33_X0Y175,IO_L12N_T1_MRCC_16
D12,15,IOB_X0Y149,LIOB33_SING_X0Y149,IO_0_15
D14,15,IOB_X0Y137,LIOB33_X0Y137,IO_L6N_T0_VREF_15
D15,15,IOB_X0Y128,LIOB33_X0Y127,IO_L11P_T1_SRCC_AD12P_15
D16,15,IOB_X0Y127,LIOB33_X0Y127,IO_L11N_T1_SRCC_AD12N_15
D17,15,IOB_X0Y121,LIOB33_X0Y121,IO_L14N_T2_SRCC_15
D19,15,IOB_X0Y114,LIOB33_X0Y113,IO_L18P_T2_A24_15
D20,15,IOB_X0Y113,LIOB33_X0Y113,IO_L18N_T2_A23_15
D21,15,IOB_X0Y104,LIOB33_X0Y103,IO_L23P_T3_FOE_B_15
D22,15,IOB_X0Y103,LIOB33_X0Y103,IO_L23N_T3_FWE_B_15
E3,115,IPAD_X0Y6,GTX_CHANNEL_1_X99Y121,MGTXRXN1_115
E4,115,IPAD_X0Y7,GTX_CHANNEL_1_X99Y121,MGTXRXP1_115
E8,16,IOB_X0Y152,LIOB33_X0Y151,IO_24_T3_16
E9,16,IOB_X0Y169,LIOB33_X0Y169,IO_L15N_T2_DQS_16
E11,16,IOB_X0Y176,LIOB33_X0Y175,IO_L12P_T1_MRCC_16
E12,16,IOB_X0Y179,LIOB33_X0Y179,IO_L10N_T1_16
E13,16,IOB_X0Y180,LIOB33_X0Y179,IO_L10P_T1_16
E14,15,IOB_X0Y138,LIOB33_X0Y137,IO_L6P_T0_15
E16,15,IOB_X0Y122,LIOB33_X0Y121,IO_L14P_T2_SRCC_15
E17,15,IOB_X0Y124,LIOB33_X0Y123,IO_L13P_T2_MRCC_15
E18,15,IOB_X0Y123,LIOB33_X0Y123,IO_L13N_T2_MRCC_15
E19,15,IOB_X0Y115,LIOB33_X0Y115,IO_L17N_T2_A25_15
E21,14,IOB_X0Y86,LIOB33_X0Y85,IO_L7P_T1_D09_14
E22,14,IOB_X0Y85,LIOB33_X0Y85,IO_L7N_T1_D10_14
F1,115,OPAD_X0Y0,GTX_CHANNEL_0_X99Y110,MGTXTXN0_115
F2,115,OPAD_X0Y1,GTX_CHANNEL_0_X99Y110,MGTXTXP0_115
F5,115,IPAD_X0Y11,GTX_COMMON_X99Y127,MGTREFCLK1N_115
F6,115,IPAD_X0Y10,GTX_COMMON_X99Y127,MGTREFCLK1P_115
F8,16,IOB_X0Y165,LIOB33_X0Y165,IO_L17N_T2_16
F9,16,IOB_X0Y170,LIOB33_X0Y169,IO_L15P_T2_DQS_16
F10,16,IOB_X0Y177,LIOB33_X0Y177,IO_L11N_T1_SRCC_16
F11,16,IOB_X0Y178,LIOB33_X0Y177,IO_L11P_T1_SRCC_16
F13,16,IOB_X0Y183,LIOB33_X0Y183,IO_L8N_T1_16
F14,16,IOB_X0Y187,LIOB33_X0Y187,IO_6_T0_VREF_16
F15,15,IOB_X0Y144,LIOB33_X0Y143,IO_L3P_T0_DQS_AD1P_15
F16,15,IOB_X0Y143,LIOB33_X0Y143,IO_L3N_T0_DQS_AD1N_15
F18,15,IOB_X0Y116,LIOB33_X0Y115,IO_L17P_T2_A26_15
F19,14,IOB_X0Y95,LIOB33_X0Y95,IO_L2N_T0_D03_14
F20,14,IOB_X0Y91,LIOB33_X0Y91,IO_L4N_T0_D05_14
F21,14,IOB_X0Y81,LIOB33_X0Y81,IO_L9N_T1_DQS_D13_14
G3,115,IPAD_X0Y0,GTX_CHANNEL_0_X99Y110,MGTXRXN0_115
G4,115,IPAD_X0Y1,GTX_CHANNEL_0_X99Y110,MGTXRXP0_115
G8,16,IOB_X0Y166,LIOB33_X0Y165,IO_L17P_T2_16
G10,16,IOB_X0Y173,LIOB33_X0Y173,IO_L13N_T2_MRCC_16
G11,16,IOB_X0Y174,LIOB33_X0Y173,IO_L13P_T2_MRCC_16
G12,16,IOB_X0Y171,LIOB33_X0Y171,IO_L14N_T2_SRCC_16
G13,16,IOB_X0Y184,LIOB33_X0Y183,IO_L8P_T1_16
G15,15,IOB_X0Y148,LIOB33_X0Y147,IO_L1P_T0_AD0P_15
G16,15,IOB_X0Y147,LIOB33_X0Y147,IO_L1N_T0_AD0N_15
G17,15,IOB_X0Y119,LIOB33_X0Y119,IO_L15N_T2_DQS_ADV_B_15
G18,14,IOB_X0Y96,LIOB33_X0Y95,IO_L2P_T0_D02_14
G20,14,IOB_X0Y92,LIOB33_X0Y91,IO_L4P_T0_D04_14
G21,14,IOB_X0Y82,LIOB33_X0Y81,IO_L9P_T1_DQS_14
G22,14,IOB_X0Y83,LIOB33_X0Y83,IO_L8N_T1_D12_14
H8,16,IOB_X0Y167,LIOB33_X0Y167,IO_L16N_T2_16
H9,16,IOB_X0Y168,LIOB33_X0Y167,IO_L16P_T2_16
H10,16,IOB_X0Y164,LIOB33_X0Y163,IO_18_T2_16
H12,16,IOB_X0Y172,LIOB33_X0Y171,IO_L14P_T2_SRCC_16
H13,16,IOB_X0Y181,LIOB33_X0Y181,IO_L9N_T1_DQS_16
H14,16,IOB_X0Y182,LIOB33_X0Y181,IO_L9P_T1_DQS_16
H15,15,IOB_X0Y100,LIOB33_SING_X0Y100,IO_25_15
H17,15,IOB_X0Y120,LIOB33_X0Y119,IO_L15P_T2_DQS_15
H18,14,IOB_X0Y98,LIOB33_X0Y97,IO_L1P_T0_D00_MOSI_14
H19,14,IOB_X0Y97,LIOB33_X0Y97,IO_L1N_T0_D01_DIN_14
H20,14,IOB_X0Y77,LIOB33_X0Y77,IO_L11N_T1_SRCC_14
H22,14,IOB_X0Y84,LIOB33_X0Y83,IO_L8P_T1_D11_14
J16,15,IOB_X0Y118,LIOB33_X0Y117,IO_L16P_T2_A28_15
J17,15,IOB_X0Y117,LIOB33_X0Y117,IO_L16N_T2_A27_15
J19,14,IOB_X0Y93,LIOB33_X0Y93,IO_L3N_T0_DQS_EMCCLK_14
J20,14,IOB_X0Y78,LIOB33_X0Y77,IO_L11P_T1_SRCC_14
J21,14,IOB_X0Y80,LIOB33_X0Y79,IO_L10P_T1_D14_14
J22,14,IOB_X0Y79,LIOB33_X0Y79,IO_L10N_T1_D15_14
K1,34,IOB_X1Y96,RIOB18_X43Y95,IO_L2P_T0_34
K2,34,IOB_X1Y91,RIOB18_X43Y91,IO_L4N_T0_34
K3,34,IOB_X1Y92,RIOB18_X43Y91,IO_L4P_T0_34
K4,34,IOB_X1Y99,RIOB18_SING_X43Y99,IO_0_VRN_34
K16,14,IOB_X0Y99,LIOB33_SING_X0Y99,IO_0_14
K17,14,IOB_X0Y87,LIOB33_X0Y87,IO_L6N_T0_D08_VREF_14
K18,14,IOB_X0Y94,LIOB33_X0Y93,IO_L3P_T0_DQS_PUDC_B_14
K19,14,IOB_X0Y89,LIOB33_X0Y89,IO_L5N_T0_D07_14
K21,14,IOB_X0Y68,LIOB33_X0Y67,IO_L16P_T2_CSI_B_14
K22,14,IOB_X0Y67,LIOB33_X0Y67,IO_L16N_T2_A15_D31_14
L1,34,IOB_X1Y95,RIOB18_X43Y95,IO_L2N_T0_34
L3,34,IOB_X1Y98,RIOB18_X43Y97,IO_L1P_T0_34
L4,34,IOB_X1Y87,RIOB18_X43Y87,IO_L6N_T0_VREF_34
L5,34,IOB_X1Y88,RIOB18_X43Y87,IO_L6P_T0_34
L12,0,IPAD_X0Y66,MONITOR_BOT_FUJI2_X61Y131,VP_0
L16,14,IOB_X0Y88,LIOB33_X0Y87,IO_L6P_T0_FCS_B_14
L18,14,IOB_X0Y90,LIOB33_X0Y89,IO_L5P_T0_D06_14
L19,14,IOB_X0Y76,LIOB33_X0Y75,IO_L12P_T1_MRCC_14
L20,14,IOB_X0Y75,LIOB33_X0Y75,IO_L12N_T1_MRCC_14
L21,14,IOB_X0Y63,LIOB33_X0Y63,IO_L18N_T2_A11_D27_14
M1,34,IOB_X1Y93,RIOB18_X43Y93,IO_L3N_T0_DQS_34
M2,34,IOB_X1Y94,RIOB18_X43Y93,IO_L3P_T0_DQS_34
M3,34,IOB_X1Y97,RIOB18_X43Y97,IO_L1N_T0_34
M5,34,IOB_X1Y82,RIOB18_X43Y81,IO_L9P_T1_DQS_34
M11,0,IPAD_X0Y67,MONITOR_BOT_FUJI2_X61Y131,VN_0
M16,14,IOB_X0Y50,LIOB33_SING_X0Y50,IO_25_14
M17,14,IOB_X0Y72,LIOB33_X0Y71,IO_L14P_T2_SRCC_14
M18,14,IOB_X0Y71,LIOB33_X0Y71,IO_L14N_T2_SRCC_14
M20,14,IOB_X0Y64,LIOB33_X0Y63,IO_L18P_T2_A12_D28_14
M21,14,IOB_X0Y65,LIOB33_X0Y65,IO_L17N_T2_A13_D29_14
M22,14,IOB_X0Y69,LIOB33_X0Y69,IO_L15N_T2_DQS_DOUT_CSO_B_14
N2,34,IOB_X1Y89,RIOB18_X43Y89,IO_L5N_T0_34
N3,34,IOB_X1Y90,RIOB18_X43Y89,IO_L5P_T0_34
N4,34,IOB_X1Y81,RIOB18_X43Y81,IO_L9N_T1_DQS_34
N5,34,IOB_X1Y64,RIOB18_X43Y63,IO_L18P_T2_34
N17,14,IOB_X0Y53,LIOB33_X0Y53,IO_L23N_T3_A02_D18_14
N18,14,IOB_X0Y74,LIOB33_X0Y73,IO_L13P_T2_MRCC_14
N19,14,IOB_X0Y73,LIOB33_X0Y73,IO_L13N_T2_MRCC_14
N20,14,IOB_X0Y66,LIOB33_X0Y65,IO_L17P_T2_A14_D30_14
N22,14,IOB_X0Y70,LIOB33_X0Y69,IO_L15P_T2_DQS_RDWR_B_14
P1,34,IOB_X1Y84,RIOB18_X43Y83,IO_L8P_T1_34
P2,34,IOB_X1Y86,RIOB18_X43Y85,IO_L7P_T1_34
P4,34,IOB_X1Y78,RIOB18_X43Y77,IO_L11P_T1_SRCC_34
P5,34,IOB_X1Y63,RIOB18_X43Y63,IO_L18N_T2_34
P16,14,IOB_X0Y54,LIOB33_X0Y53,IO_L23P_T3_A03_D19_14
P17,14,IOB_X0Y57,LIOB33_X0Y57,IO_L21N_T3_DQS_A06_D22_14
P19,14,IOB_X0Y60,LIOB33_X0Y59,IO_L20P_T3_A08_D24_14
P20,14,IOB_X0Y59,LIOB33_X0Y59,IO_L20N_T3_A07_D23_14
P21,14,IOB_X0Y56,LIOB33_X0Y55,IO_L22P_T3_A05_D21_14
P22,14,IOB_X0Y55,LIOB33_X0Y55,IO_L22N_T3_A04_D20_14
R1,34,IOB_X1Y83,RIOB18_X43Y83,IO_L8N_T1_34
R2,34,IOB_X1Y85,RIOB18_X43Y85,IO_L7N_T1_34
R3,34,IOB_X1Y76,RIOB18_X43Y75,IO_L12P_T1_MRCC_34
R4,34,IOB_X1Y77,RIOB18_X43Y77,IO_L11N_T1_SRCC_34
R6,33,IOB_X1Y33,RIOB18_X43Y33,IO_L8N_T1_33
R7,33,IOB_X1Y34,RIOB18_X43Y33,IO_L8P_T1_33
R16,13,IOB_X0Y10,LIOB33_X0Y9,IO_L20P_T3_13
R17,14,IOB_X0Y58,LIOB33_X0Y57,IO_L21P_T3_DQS_14
R18,14,IOB_X0Y62,LIOB33_X0Y61,IO_L19P_T3_A10_D26_14
R19,14,IOB_X0Y61,LIOB33_X0Y61,IO_L19N_T3_A09_D25_VREF_14
R21,14,IOB_X0Y52,LIOB33_X0Y51,IO_L24P_T3_A01_D17_14
R22,14,IOB_X0Y51,LIOB33_X0Y51,IO_L24N_T3_A00_D16_14
T1,34,IOB_X1Y80,RIOB18_X43Y79,IO_L10P_T1_34
T3,34,IOB_X1Y75,RIOB18_X43Y75,IO_L12N_T1_MRCC_34
T4,34,IOB_X1Y74,RIOB18_X43Y73,IO_L13P_T2_MRCC_34
T5,34,IOB_X1Y68,RIOB18_X43Y67,IO_L16P_T2_34
T6,33,IOB_X1Y49,RIOB18_SING_X43Y49,IO_0_VRN_33
T8,33,IOB_X1Y13,RIOB18_X43Y13,IO_L18N_T2_33
T9,33,IOB_X1Y14,RIOB18_X43Y13,IO_L18P_T2_33
T10,33,IOB_X1Y17,RIOB18_X43Y17,IO_L16N_T2_33
T11,33,IOB_X1Y18,RIOB18_X43Y17,IO_L16P_T2_33
T13,33,IOB_X1Y2,RIOB18_X43Y1,IO_L24P_T3_33
T14,33,IOB_X1Y0,RIOB18_SING_X43Y0,IO_25_VRP_33
T15,13,IOB_X0Y2,LIOB33_X0Y1,IO_L24P_T3_13
T16,13,IOB_X0Y9,LIOB33_X0Y9,IO_L20N_T3_13
T18,13,IOB_X0Y44,LIOB33_X0Y43,IO_L3P_T0_DQS_13
T19,13,IOB_X0Y49,LIOB33_SING_X0Y49,IO_0_13
T20,13,IOB_X0Y38,LIOB33_X0Y37,IO_L6P_T0_13
T21,13,IOB_X0Y48,LIOB33_X0Y47,IO_L1P_T0_13
U1,34,IOB_X1Y79,RIOB18_X43Y79,IO_L10N_T1_34
U2,34,IOB_X1Y70,RIOB18_X43Y69,IO_L15P_T2_DQS_34
U3,34,IOB_X1Y73,RIOB18_X43Y73,IO_L13N_T2_MRCC_34
U5,34,IOB_X1Y67,RIOB18_X43Y67,IO_L16N_T2_34
U6,33,IOB_X1Y29,RIOB18_X43Y29,IO_L10N_T1_33
U7,33,IOB_X1Y30,RIOB18_X43Y29,IO_L10P_T1_33
U8,33,IOB_X1Y32,RIOB18_X43Y31,IO_L9P_T1_DQS_33
U10,33,IOB_X1Y22,RIOB18_X43Y21,IO_L14P_T2_SRCC_33
U11,33,IOB_X1Y15,RIOB18_X43Y15,IO_L17N_T2_33
U12,33,IOB_X1Y16,RIOB18_X43Y15,IO_L17P_T2_33
U13,33,IOB_X1Y1,RIOB18_X43Y1,IO_L24N_T3_33
U15,13,IOB_X0Y1,LIOB33_X0Y1,IO_L24N_T3_13
U16,13,IOB_X0Y12,LIOB33_X0Y11,IO_L19P_T3_13
U17,13,IOB_X0Y40,LIOB33_X0Y39,IO_L5P_T0_13
U18,13,IOB_X0Y43,LIOB33_X0Y43,IO_L3N_T0_DQS_13
U20,13,IOB_X0Y37,LIOB33_X0Y37,IO_L6N_T0_VREF_13
U21,13,IOB_X0Y47,LIOB33_X0Y47,IO_L1N_T0_13
U22,13,IOB_X0Y46,LIOB33_X0Y45,IO_L2P_T0_13
V2,34,IOB_X1Y69,RIOB18_X43Y69,IO_L15N_T2_DQS_34
V3,34,IOB_X1Y66,RIOB18_X43Y65,IO_L17P_T2_34
V4,34,IOB_X1Y72,RIOB18_X43Y71,IO_L14P_T2_SRCC_34
V5,34,IOB_X1Y50,RIOB18_SING_X43Y50,IO_25_VRP_34
V7,33,IOB_X1Y28,RIOB18_X43Y27,IO_L11P_T1_SRCC_33
V8,33,IOB_X1Y31,RIOB18_X43Y31,IO_L9N_T1_DQS_33
V9,33,IOB_X1Y21,RIOB18_X43Y21,IO_L14N_T2_SRCC_33
V10,33,IOB_X1Y20,RIOB18_X43Y19,IO_L15P_T2_DQS_33
V12,33,IOB_X1Y3,RIOB18_X43Y3,IO_L23N_T3_33
V13,33,IOB_X1Y4,RIOB18_X43Y3,IO_L23P_T3_33
V14,13,IOB_X0Y0,LIOB33_SING_X0Y0,IO_25_13
V15,13,IOB_X0Y4,LIOB33_X0Y3,IO_L23P_T3_13
V17,13,IOB_X0Y11,LIOB33_X0Y11,IO_L19N_T3_VREF_13
V18,13,IOB_X0Y39,LIOB33_X0Y39,IO_L5N_T0_13
V19,13,IOB_X0Y26,LIOB33_X0Y25,IO_L12P_T1_MRCC_13
V20,13,IOB_X0Y28,LIOB33_X0Y27,IO_L11P_T1_SRCC_13
V22,13,IOB_X0Y45,LIOB33_X0Y45,IO_L2N_T0_13
W1,34,IOB_X1Y60,RIOB18_X43Y59,IO_L20P_T3_34
W2,34,IOB_X1Y65,RIOB18_X43Y65,IO_L17N_T2_34
W4,34,IOB_X1Y71,RIOB18_X43Y71,IO_L14N_T2_SRCC_34
W5,34,IOB_X1Y62,RIOB18_X43Y61,IO_L19P_T3_34
W6,33,IOB_X1Y36,RIOB18_X43Y35,IO_L7P_T1_33
W7,33,IOB_X1Y27,RIOB18_X43Y27,IO_L11N_T1_SRCC_33
W9,33,IOB_X1Y24,RIOB18_X43Y23,IO_L13P_T2_MRCC_33
W10,33,IOB_X1Y19,RIOB18_X43Y19,IO_L15N_T2_DQS_33
W11,33,IOB_X1Y38,RIOB18_X43Y37,IO_L6P_T0_33
W12,33,IOB_X1Y12,RIOB18_X43Y11,IO_L19P_T3_33
W14,13,IOB_X0Y6,LIOB33_X0Y5,IO_L22P_T3_13
W15,13,IOB_X0Y3,LIOB33_X0Y3,IO_L23N_T3_13
W16,13,IOB_X0Y8,LIOB33_X0Y7,IO_L21P_T3_DQS_13
W17,13,IOB_X0Y22,LIOB33_X0Y21,IO_L14P_T2_SRCC_13
W19,13,IOB_X0Y25,LIOB33_X0Y25,IO_L12N_T1_MRCC_13
W20,13,IOB_X0Y27,LIOB33_X0Y27,IO_L11N_T1_SRCC_13
W21,13,IOB_X0Y42,LIOB33_X0Y41,IO_L4P_T0_13
W22,13,IOB_X0Y41,LIOB33_X0Y41,IO_L4N_T0_13
Y1,34,IOB_X1Y59,RIOB18_X43Y59,IO_L20N_T3_34
Y2,34,IOB_X1Y57,RIOB18_X43Y57,IO_L21N_T3_DQS_34
Y3,34,IOB_X1Y58,RIOB18_X43Y57,IO_L21P_T3_DQS_34
Y4,34,IOB_X1Y61,RIOB18_X43Y61,IO_L19N_T3_VREF_34
Y6,33,IOB_X1Y35,RIOB18_X43Y35,IO_L7N_T1_33
Y7,33,IOB_X1Y25,RIOB18_X43Y25,IO_L12N_T1_MRCC_33
Y8,33,IOB_X1Y26,RIOB18_X43Y25,IO_L12P_T1_MRCC_33
Y9,33,IOB_X1Y23,RIOB18_X43Y23,IO_L13N_T2_MRCC_33
Y11,33,IOB_X1Y37,RIOB18_X43Y37,IO_L6N_T0_VREF_33
Y12,33,IOB_X1Y11,RIOB18_X43Y11,IO_L19N_T3_VREF_33
Y13,33,IOB_X1Y8,RIOB18_X43Y7,IO_L21P_T3_DQS_33
Y14,13,IOB_X0Y5,LIOB33_X0Y5,IO_L22N_T3_13
Y16,13,IOB_X0Y7,LIOB33_X0Y7,IO_L21N_T3_DQS_13
Y17,13,IOB_X0Y21,LIOB33_X0Y21,IO_L14N_T2_SRCC_13
Y18,13,IOB_X0Y24,LIOB33_X0Y23,IO_L13P_T2_MRCC_13
Y19,13,IOB_X0Y23,LIOB33_X0Y23,IO_L13N_T2_MRCC_13
Y21,13,IOB_X0Y36,LIOB33_X0Y35,IO_L7P_T1_13
Y22,13,IOB_X0Y35,LIOB33_X0Y35,IO_L7N_T1_13
