pin,bank,site,tile,pin_function
C8,15,IOB_X0Y97,LIOB33_X0Y97,IO_L1N_T0_AD0N_15
C9,15,IOB_X0Y95,LIOB33_X0Y95,IO_L2N_T0_AD8N_15
C11,15,IOB_X0Y92,LIOB33_X0Y91,IO_L4P_T0_15
C12,15,IOB_X0Y87,LIOB33_X0Y87,IO_L6N_T0_VREF_15
C13,15,IOB_X0Y77,LIOB33_X0Y77,IO_L11N_T1_SRCC_15
C14,15,IOB_X0Y82,LIOB33_X0Y81,IO_L9P_T1_DQS_AD3P_15
C16,15,IOB_X0Y68,LIOB33_X0Y67,IO_L16P_T2_A28_15
C17,15,IOB_X0Y64,LIOB33_X0Y63,IO_L18P_T2_A24_15
C18,15,IOB_X0Y63,LIOB33_X0Y63,IO_L18N_T2_A23_15
D1,216,OPAD_X0Y4,GTP_CHANNEL_2_X97Y139,MGTPTXN2_216
D2,216,OPAD_X0Y5,GTP_CHANNEL_2_X97Y139,MGTPTXP2_216
D5,216,IPAD_X1Y15,GTP_COMMON_X97Y127,MGTREFCLK0N_216
D6,216,IPAD_X1Y14,GTP_COMMON_X97Y127,MGTREFCLK0P_216
D8,15,IOB_X0Y98,LIOB33_X0Y97,IO_L1P_T0_AD0P_15
D9,15,IOB_X0Y96,LIOB33_X0Y95,IO_L2P_T0_AD8P_15
D10,15,IOB_X0Y99,LIOB33_SING_X0Y99,IO_0_15
D11,15,IOB_X0Y88,LIOB33_X0Y87,IO_L6P_T0_15
D13,15,IOB_X0Y78,LIOB33_X0Y77,IO_L11P_T1_SRCC_15
D14,15,IOB_X0Y75,LIOB33_X0Y75,IO_L12N_T1_MRCC_15
D15,15,IOB_X0Y73,LIOB33_X0Y73,IO_L13N_T2_MRCC_15
D16,15,IOB_X0Y71,LIOB33_X0Y71,IO_L14N_T2_SRCC_15
D18,15,IOB_X0Y65,LIOB33_X0Y65,IO_L17N_T2_A25_15
E3,216,IPAD_X1Y6,GTP_CHANNEL_0_X97Y110,MGTPRXN0_216
E4,216,IPAD_X1Y7,GTP_CHANNEL_0_X97Y110,MGTPRXP0_216
E13,15,IOB_X0Y76,LIOB33_X0Y75,IO_L12P_T1_MRCC_15
E15,15,IOB_X0Y74,LIOB33_X0Y73,IO_L13P_T2_MRCC_15
E16,15,IOB_X0Y72,LIOB33_X0Y71,IO_L14P_T2_SRCC_15
E17,15,IOB_X0Y66,LIOB33_X0Y65,IO_L17P_T2_A26_15
E18,15,IOB_X0Y51,LIOB33_X0Y51,IO_L24N_T3_RS0_15
F1,216,OPAD_X0Y2,GTP_CHANNEL_1_X97Y121,MGTPTXN1_216
F2,216,OPAD_X0Y3,GTP_CHANNEL_1_X97Y121,MGTPTXP1_216
F14,15,IOB_X0Y55,LIOB33_X0Y55,IO_L22N_T3_A16_15
F15,15,IOB_X0Y57,LIOB33_X0Y57,IO_L21N_T3_DQS_A18_15
F17,15,IOB_X0Y52,LIOB33_X0Y51,IO_L24P_T3_RS1_15
F18,15,IOB_X0Y61,LIOB33_X0Y61,IO_L19N_T3_A21_VREF_15
G3,216,IPAD_X1Y30,GTP_CHANNEL_3_X97Y150,MGTPRXN3_216
G4,216,IPAD_X1Y31,GTP_CHANNEL_3_X97Y150,MGTPRXP3_216
G14,15,IOB_X0Y56,LIOB33_X0Y55,IO_L22P_T3_A17_15
G15,15,IOB_X0Y58,LIOB33_X0Y57,IO_L21P_T3_DQS_15
G16,15,IOB_X0Y59,LIOB33_X0Y59,IO_L20N_T3_A19_15
G17,15,IOB_X0Y62,LIOB33_X0Y61,IO_L19P_T3_A22_15
H1,216,OPAD_X0Y0,GTP_CHANNEL_0_X97Y110,MGTPTXN0_216
H2,216,OPAD_X0Y1,GTP_CHANNEL_0_X97Y110,MGTPTXP0_216
H14,15,IOB_X0Y50,LIOB33_SING_X0Y50,IO_25_15
H16,15,IOB_X0Y60,LIOB33_X0Y59,IO_L20P_T3_A20_15
H17,15,IOB_X0Y54,LIOB33_X0Y53,IO_L23P_T3_FOE_B_15
H18,15,IOB_X0Y53,LIOB33_X0Y53,IO_L23N_T3_FWE_B_15
J4,34,IOB_X1Y45,RIOB33_X43Y45,IO_L2N_T0_34
J5,34,IOB_X1Y46,RIOB33_X43Y45,IO_L2P_T0_34
J6,34,IOB_X1Y49,RIOB33_SING_X43Y49,IO_0_34
J14,14,IOB_X0Y40,LIOB33_X0Y39,IO_L5P_T0_D06_14
J15,14,IOB_X0Y46,LIOB33_X0Y45,IO_L2P_T0_D02_14
J16,14,IOB_X0Y45,LIOB33_X0Y45,IO_L2N_T0_D03_14
J18,14,IOB_X0Y44,LIOB33_X0Y43,IO_L3P_T0_DQS_PUDC_B_14
K1,34,IOB_X1Y43,RIOB33_X43Y43,IO_L3N_T0_DQS_34
K2,34,IOB_X1Y44,RIOB33_X43Y43,IO_L3P_T0_DQS_34
K3,34,IOB_X1Y42,RIOB33_X43Y41,IO_L4P_T0_34
K5,34,IOB_X1Y47,RIOB33_X43Y47,IO_L1N_T0_34
K6,34,IOB_X1Y48,RIOB33_X43Y47,IO_L1P_T0_34
K10,0,IPAD_X0Y0,MONITOR_BOT_X46Y79,VP_0
K15,14,IOB_X0Y39,LIOB33_X0Y39,IO_L5N_T0_D07_14
K16,14,IOB_X0Y48,LIOB33_X0Y47,IO_L1P_T0_D00_MOSI_14
K17,14,IOB_X0Y42,LIOB33_X0Y41,IO_L4P_T0_D04_14
K18,14,IOB_X0Y43,LIOB33_X0Y43,IO_L3N_T0_DQS_EMCCLK_14
L2,34,IOB_X1Y41,RIOB33_X43Y41,IO_L4N_T0_34
L3,34,IOB_X1Y39,RIOB33_X43Y39,IO_L5N_T0_34
L4,34,IOB_X1Y40,RIOB33_X43Y39,IO_L5P_T0_34
L5,34,IOB_X1Y38,RIOB33_X43Y37,IO_L6P_T0_34
L9,0,IPAD_X0Y1,MONITOR_BOT_X46Y79,VN_0
L14,14,IOB_X0Y49,LIOB33_SING_X0Y49,IO_0_14
L15,14,IOB_X0Y38,LIOB33_X0Y37,IO_L6P_T0_FCS_B_14
L17,14,IOB_X0Y47,LIOB33_X0Y47,IO_L1N_T0_D01_DIN_14
L18,14,IOB_X0Y41,LIOB33_X0Y41,IO_L4N_T0_D05_14
M1,34,IOB_X1Y35,RIOB33_X43Y35,IO_L7N_T1_34
M2,34,IOB_X1Y36,RIOB33_X43Y35,IO_L7P_T1_34
M4,34,IOB_X1Y30,RIOB33_X43Y29,IO_L10P_T1_34
M5,34,IOB_X1Y37,RIOB33_X43Y37,IO_L6N_T0_VREF_34
M6,34,IOB_X1Y34,RIOB33_X43Y33,IO_L8P_T1_34
M14,14,IOB_X0Y34,LIOB33_X0Y33,IO_L8P_T1_D11_14
M15,14,IOB_X0Y37,LIOB33_X0Y37,IO_L6N_T0_D08_VREF_14
M16,14,IOB_X0Y36,LIOB33_X0Y35,IO_L7P_T1_D09_14
M17,14,IOB_X0Y35,LIOB33_X0Y35,IO_L7N_T1_D10_14
N1,34,IOB_X1Y32,RIOB33_X43Y31,IO_L9P_T1_DQS_34
N2,34,IOB_X1Y27,RIOB33_X43Y27,IO_L11N_T1_SRCC_34
N3,34,IOB_X1Y28,RIOB33_X43Y27,IO_L11P_T1_SRCC_34
N4,34,IOB_X1Y29,RIOB33_X43Y29,IO_L10N_T1_34
N6,34,IOB_X1Y33,RIOB33_X43Y33,IO_L8N_T1_34
N14,14,IOB_X0Y33,LIOB33_X0Y33,IO_L8N_T1_D12_14
N16,14,IOB_X0Y32,LIOB33_X0Y31,IO_L9P_T1_DQS_14
N17,14,IOB_X0Y31,LIOB33_X0Y31,IO_L9N_T1_DQS_D13_14
N18,14,IOB_X0Y30,LIOB33_X0Y29,IO_L10P_T1_D14_14
P1,34,IOB_X1Y31,RIOB33_X43Y31,IO_L9N_T1_DQS_34
P3,34,IOB_X1Y25,RIOB33_X43Y25,IO_L12N_T1_MRCC_34
P4,34,IOB_X1Y26,RIOB33_X43Y25,IO_L12P_T1_MRCC_34
P5,34,IOB_X1Y11,RIOB33_X43Y11,IO_L19N_T3_VREF_34
P6,34,IOB_X1Y12,RIOB33_X43Y11,IO_L19P_T3_34
P14,14,IOB_X0Y26,LIOB33_X0Y25,IO_L12P_T1_MRCC_14
P15,14,IOB_X0Y28,LIOB33_X0Y27,IO_L11P_T1_SRCC_14
P16,14,IOB_X0Y27,LIOB33_X0Y27,IO_L11N_T1_SRCC_14
P18,14,IOB_X0Y29,LIOB33_X0Y29,IO_L10N_T1_D15_14
R1,34,IOB_X1Y23,RIOB33_X43Y23,IO_L13N_T2_MRCC_34
R2,34,IOB_X1Y24,RIOB33_X43Y23,IO_L13P_T2_MRCC_34
R3,34,IOB_X1Y22,RIOB33_X43Y21,IO_L14P_T2_SRCC_34
R5,34,IOB_X1Y8,RIOB33_X43Y7,IO_L21P_T3_DQS_34
R6,34,IOB_X1Y0,RIOB33_SING_X43Y0,IO_25_34
R7,34,IOB_X1Y6,RIOB33_X43Y5,IO_L22P_T3_34
R13,14,IOB_X0Y12,LIOB33_X0Y11,IO_L19P_T3_A10_D26_14
R15,14,IOB_X0Y25,LIOB33_X0Y25,IO_L12N_T1_MRCC_14
R16,14,IOB_X0Y22,LIOB33_X0Y21,IO_L14P_T2_SRCC_14
R17,14,IOB_X0Y21,LIOB33_X0Y21,IO_L14N_T2_SRCC_14
R18,14,IOB_X0Y20,LIOB33_X0Y19,IO_L15P_T2_DQS_RDWR_B_14
T2,34,IOB_X1Y21,RIOB33_X43Y21,IO_L14N_T2_SRCC_34
T3,34,IOB_X1Y15,RIOB33_X43Y15,IO_L17N_T2_34
T4,34,IOB_X1Y16,RIOB33_X43Y15,IO_L17P_T2_34
T5,34,IOB_X1Y7,RIOB33_X43Y7,IO_L21N_T3_DQS_34
T7,34,IOB_X1Y5,RIOB33_X43Y5,IO_L22N_T3_34
T12,14,IOB_X0Y6,LIOB33_X0Y5,IO_L22P_T3_A05_D21_14
T13,14,IOB_X0Y11,LIOB33_X0Y11,IO_L19N_T3_A09_D25_VREF_14
T14,14,IOB_X0Y24,LIOB33_X0Y23,IO_L13P_T2_MRCC_14
T15,14,IOB_X0Y23,LIOB33_X0Y23,IO_L13N_T2_MRCC_14
T17,14,IOB_X0Y18,LIOB33_X0Y17,IO_L16P_T2_CSI_B_14
T18,14,IOB_X0Y19,LIOB33_X0Y19,IO_L15N_T2_DQS_DOUT_CSO_B_14
U1,34,IOB_X1Y19,RIOB33_X43Y19,IO_L15N_T2_DQS_34
U2,34,IOB_X1Y20,RIOB33_X43Y19,IO_L15P_T2_DQS_34
U4,34,IOB_X1Y14,RIOB33_X43Y13,IO_L18P_T2_34
U5,34,IOB_X1Y9,RIOB33_X43Y9,IO_L20N_T3_34
U6,34,IOB_X1Y10,RIOB33_X43Y9,IO_L20P_T3_34
U7,34,IOB_X1Y4,RIOB33_X43Y3,IO_L23P_T3_34
U9,14,IOB_X0Y2,LIOB33_X0Y1,IO_L24P_T3_A01_D17_14
U10,14,IOB_X0Y0,LIOB33_SING_X0Y0,IO_25_14
U11,14,IOB_X0Y4,LIOB33_X0Y3,IO_L23P_T3_A03_D19_14
U12,14,IOB_X0Y5,LIOB33_X0Y5,IO_L22N_T3_A04_D20_14
U14,14,IOB_X0Y10,LIOB33_X0Y9,IO_L20P_T3_A08_D24_14
U15,14,IOB_X0Y16,LIOB33_X0Y15,IO_L17P_T2_A14_D30_14
U16,14,IOB_X0Y15,LIOB33_X0Y15,IO_L17N_T2_A13_D29_14
U17,14,IOB_X0Y17,LIOB33_X0Y17,IO_L16N_T2_A15_D31_14
V2,34,IOB_X1Y17,RIOB33_X43Y17,IO_L16N_T2_34
V3,34,IOB_X1Y18,RIOB33_X43Y17,IO_L16P_T2_34
V4,34,IOB_X1Y13,RIOB33_X43Y13,IO_L18N_T2_34
V6,34,IOB_X1Y3,RIOB33_X43Y3,IO_L23N_T3_34
V7,34,IOB_X1Y1,RIOB33_X43Y1,IO_L24N_T3_34
V8,34,IOB_X1Y2,RIOB33_X43Y1,IO_L24P_T3_34
V9,14,IOB_X0Y1,LIOB33_X0Y1,IO_L24N_T3_A00_D16_14
V11,14,IOB_X0Y3,LIOB33_X0Y3,IO_L23N_T3_A02_D18_14
V12,14,IOB_X0Y8,LIOB33_X0Y7,IO_L21P_T3_DQS_14
V13,14,IOB_X0Y7,LIOB33_X0Y7,IO_L21N_T3_DQS_A06_D22_14
V14,14,IOB_X0Y9,LIOB33_X0Y9,IO_L20N_T3_A07_D23_14
V16,14,IOB_X0Y14,LIOB33_X0Y13,IO_L18P_T2_A12_D28_14
V17,14,IOB_X0Y13,LIOB33_X0Y13,IO_L18N_T2_A11_D27_14
