pin,bank,site,tile,pin_function
AA10,33,IOB_X1Y22,RIOB18_X43Y21,IO_L14P_T2_SRCC_33
AA12,33,IOB_X1Y17,RIOB18_X43Y17,IO_L16N_T2_33
AA13,33,IOB_X1Y18,RIOB18_X43Y17,IO_L16P_T2_33
AB1,34,IOB_X1Y82,RIOB18_X43Y81,IO_L9P_T1_DQS_34
AB2,34,IOB_X1Y78,RIOB18_X43Y77,IO_L11P_T1_SRCC_34
AB4,34,IOB_X1Y73,RIOB18_X43Y73,IO_L13N_T2_MRCC_34
AB5,34,IOB_X1Y69,RIOB18_X43Y69,IO_L15N_T2_DQS_34
AB6,34,IOB_X1Y68,RIOB18_X43Y67,IO_L16P_T2_34
AB7,33,IOB_X1Y30,RIOB18_X43Y29,IO_L10P_T1_33
AB9,33,IOB_X1Y27,RIOB18_X43Y27,IO_L11N_T1_SRCC_33
AB10,33,IOB_X1Y21,RIOB18_X43Y21,IO_L14N_T2_SRCC_33
AB11,33,IOB_X1Y24,RIOB18_X43Y23,IO_L13P_T2_MRCC_33
AB12,33,IOB_X1Y20,RIOB18_X43Y19,IO_L15P_T2_DQS_33
AC1,34,IOB_X1Y81,RIOB18_X43Y81,IO_L9N_T1_DQS_34
AC2,34,IOB_X1Y77,RIOB18_X43Y77,IO_L11N_T1_SRCC_34
AC3,34,IOB_X1Y71,RIOB18_X43Y71,IO_L14N_T2_SRCC_34
AC4,34,IOB_X1Y72,RIOB18_X43Y71,IO_L14P_T2_SRCC_34
AC6,34,IOB_X1Y67,RIOB18_X43Y67,IO_L16N_T2_34
AC7,33,IOB_X1Y29,RIOB18_X43Y29,IO_L10N_T1_33
AC8,33,IOB_X1Y32,RIOB18_X43Y31,IO_L9P_T1_DQS_33
AC9,33,IOB_X1Y26,RIOB18_X43Y25,IO_L12P_T1_MRCC_33
AC11,33,IOB_X1Y23,RIOB18_X43Y23,IO_L13N_T2_MRCC_33
AC12,33,IOB_X1Y19,RIOB18_X43Y19,IO_L15N_T2_DQS_33
AC13,33,IOB_X1Y16,RIOB18_X43Y15,IO_L17P_T2_33
AD1,34,IOB_X1Y60,RIOB18_X43Y59,IO_L20P_T3_34
AD3,34,IOB_X1Y61,RIOB18_X43Y61,IO_L19N_T3_VREF_34
AD4,34,IOB_X1Y62,RIOB18_X43Y61,IO_L19P_T3_34
AD5,34,IOB_X1Y63,RIOB18_X43Y63,IO_L18N_T2_34
AD6,34,IOB_X1Y64,RIOB18_X43Y63,IO_L18P_T2_34
AD8,33,IOB_X1Y31,RIOB18_X43Y31,IO_L9N_T1_DQS_33
AD9,33,IOB_X1Y25,RIOB18_X43Y25,IO_L12N_T1_MRCC_33
AD10,33,IOB_X1Y10,RIOB18_X43Y9,IO_L20P_T3_33
AD11,33,IOB_X1Y12,RIOB18_X43Y11,IO_L19P_T3_33
AD13,33,IOB_X1Y15,RIOB18_X43Y15,IO_L17N_T2_33
AE1,34,IOB_X1Y59,RIOB18_X43Y59,IO_L20N_T3_34
AE2,34,IOB_X1Y55,RIOB18_X43Y55,IO_L22N_T3_34
AE3,34,IOB_X1Y56,RIOB18_X43Y55,IO_L22P_T3_34
AE5,34,IOB_X1Y53,RIOB18_X43Y53,IO_L23N_T3_34
AE6,34,IOB_X1Y54,RIOB18_X43Y53,IO_L23P_T3_34
AE7,33,IOB_X1Y36,RIOB18_X43Y35,IO_L7P_T1_33
AE8,33,IOB_X1Y6,RIOB18_X43Y5,IO_L22P_T3_33
AE10,33,IOB_X1Y9,RIOB18_X43Y9,IO_L20N_T3_33
AE11,33,IOB_X1Y11,RIOB18_X43Y11,IO_L19N_T3_VREF_33
AE12,33,IOB_X1Y8,RIOB18_X43Y7,IO_L21P_T3_DQS_33
AE13,33,IOB_X1Y4,RIOB18_X43Y3,IO_L23P_T3_33
AF2,34,IOB_X1Y51,RIOB18_X43Y51,IO_L24N_T3_34
AF3,34,IOB_X1Y52,RIOB18_X43Y51,IO_L24P_T3_34
AF4,34,IOB_X1Y57,RIOB18_X43Y57,IO_L21N_T3_DQS_34
AF5,34,IOB_X1Y58,RIOB18_X43Y57,IO_L21P_T3_DQS_34
AF7,33,IOB_X1Y35,RIOB18_X43Y35,IO_L7N_T1_33
AF8,33,IOB_X1Y5,RIOB18_X43Y5,IO_L22N_T3_33
AF9,33,IOB_X1Y1,RIOB18_X43Y1,IO_L24N_T3_33
AF10,33,IOB_X1Y2,RIOB18_X43Y1,IO_L24P_T3_33
AF12,33,IOB_X1Y7,RIOB18_X43Y7,IO_L21N_T3_DQS_33
AF13,33,IOB_X1Y3,RIOB18_X43Y3,IO_L23N_T3_33
B1,116,OPAD_X0Y12,GTX_CHANNEL_2_X99Y191,MGTXTXN2_116
B2,116,OPAD_X0Y13,GTX_CHANNEL_2_X99Y191,MGTXTXP2_116
B5,116,IPAD_X0Y54,GTX_CHANNEL_3_X99Y202,MGTXRXN3_116
B6,116,IPAD_X0Y55,GTX_CHANNEL_3_X99Y202,MGTXRXP3_116
B9,16,IOB_X0Y179,LIOB33_X0Y179,IO_L10N_T1_16
B10,16,IOB_X0Y156,LIOB33_X0Y155,IO_L22P_T3_16
B11,16,IOB_X0Y159,LIOB33_X0Y159,IO_L20N_T3_16
B12,16,IOB_X0Y160,LIOB33_X0Y159,IO_L20P_T3_16
B14,16,IOB_X0Y158,LIOB33_X0Y157,IO_L21P_T3_DQS_16
B15,16,IOB_X0Y154,LIOB33_X0Y153,IO_L23P_T3_16
B16,15,IOB_X0Y147,LIOB33_X0Y147,IO_L1N_T0_AD0N_15
B17,15,IOB_X0Y144,LIOB33_X0Y143,IO_L3P_T0_DQS_AD1P_15
B19,15,IOB_X0Y141,LIOB33_X0Y141,IO_L4N_T0_AD9N_15
B20,14,IOB_X0Y84,LIOB33_X0Y83,IO_L8P_T1_D11_14
B21,14,IOB_X0Y79,LIOB33_X0Y79,IO_L10N_T1_D15_14
B22,14,IOB_X0Y96,LIOB33_X0Y95,IO_L2P_T0_D02_14
B24,14,IOB_X0Y98,LIOB33_X0Y97,IO_L1P_T0_D00_MOSI_14
B25,14,IOB_X0Y94,LIOB33_X0Y93,IO_L3P_T0_DQS_PUDC_B_14
B26,14,IOB_X0Y93,LIOB33_X0Y93,IO_L3N_T0_DQS_EMCCLK_14
C3,116,IPAD_X0Y48,GTX_CHANNEL_2_X99Y191,MGTXRXN2_116
C4,116,IPAD_X0Y49,GTX_CHANNEL_2_X99Y191,MGTXRXP2_116
C9,16,IOB_X0Y180,LIOB33_X0Y179,IO_L10P_T1_16
C11,16,IOB_X0Y173,LIOB33_X0Y173,IO_L13N_T2_MRCC_16
C12,16,IOB_X0Y174,LIOB33_X0Y173,IO_L13P_T2_MRCC_16
C13,16,IOB_X0Y161,LIOB33_X0Y161,IO_L19N_T3_VREF_16
C14,16,IOB_X0Y162,LIOB33_X0Y161,IO_L19P_T3_16
C16,15,IOB_X0Y148,LIOB33_X0Y147,IO_L1P_T0_AD0P_15
C17,15,IOB_X0Y140,LIOB33_X0Y139,IO_L5P_T0_AD2P_15
C18,15,IOB_X0Y139,LIOB33_X0Y139,IO_L5N_T0_AD2N_15
C19,15,IOB_X0Y142,LIOB33_X0Y141,IO_L4P_T0_AD9P_15
C21,14,IOB_X0Y80,LIOB33_X0Y79,IO_L10P_T1_D14_14
C22,14,IOB_X0Y85,LIOB33_X0Y85,IO_L7N_T1_D10_14
C23,14,IOB_X0Y88,LIOB33_X0Y87,IO_L6P_T0_FCS_B_14
C24,14,IOB_X0Y87,LIOB33_X0Y87,IO_L6N_T0_D08_VREF_14
C26,14,IOB_X0Y89,LIOB33_X0Y89,IO_L5N_T0_D07_14
D1,116,OPAD_X0Y10,GTX_CHANNEL_1_X99Y173,MGTXTXN1_116
D2,116,OPAD_X0Y11,GTX_CHANNEL_1_X99Y173,MGTXTXP1_116
D5,116,IPAD_X0Y39,GTX_COMMON_X99Y179,MGTREFCLK0N_116
D6,116,IPAD_X0Y38,GTX_COMMON_X99Y179,MGTREFCLK0P_116
D8,16,IOB_X0Y183,LIOB33_X0Y183,IO_L8N_T1_16
D9,16,IOB_X0Y184,LIOB33_X0Y183,IO_L8P_T1_16
D10,16,IOB_X0Y175,LIOB33_X0Y175,IO_L12N_T1_MRCC_16
D11,16,IOB_X0Y171,LIOB33_X0Y171,IO_L14N_T2_SRCC_16
D13,16,IOB_X0Y165,LIOB33_X0Y165,IO_L17N_T2_16
D14,16,IOB_X0Y166,LIOB33_X0Y165,IO_L17P_T2_16
D15,15,IOB_X0Y138,LIOB33_X0Y137,IO_L6P_T0_15
D16,15,IOB_X0Y137,LIOB33_X0Y137,IO_L6N_T0_VREF_15
D18,15,IOB_X0Y123,LIOB33_X0Y123,IO_L13N_T2_MRCC_15
D19,15,IOB_X0Y120,LIOB33_X0Y119,IO_L15P_T2_DQS_15
D20,15,IOB_X0Y119,LIOB33_X0Y119,IO_L15N_T2_DQS_ADV_B_15
D21,14,IOB_X0Y86,LIOB33_X0Y85,IO_L7P_T1_D09_14
D23,14,IOB_X0Y78,LIOB33_X0Y77,IO_L11P_T1_SRCC_14
D24,14,IOB_X0Y77,LIOB33_X0Y77,IO_L11N_T1_SRCC_14
D25,14,IOB_X0Y69,LIOB33_X0Y69,IO_L15N_T2_DQS_DOUT_CSO_B_14
D26,14,IOB_X0Y90,LIOB33_X0Y89,IO_L5P_T0_D06_14
E3,116,IPAD_X0Y36,GTX_CHANNEL_1_X99Y173,MGTXRXN1_116
E4,116,IPAD_X0Y37,GTX_CHANNEL_1_X99Y173,MGTXRXP1_116
E10,16,IOB_X0Y176,LIOB33_X0Y175,IO_L12P_T1_MRCC_16
E11,16,IOB_X0Y172,LIOB33_X0Y171,IO_L14P_T2_SRCC_16
E12,16,IOB_X0Y163,LIOB33_X0Y163,IO_L18N_T2_16
E13,16,IOB_X0Y164,LIOB33_X0Y163,IO_L18P_T2_16
E15,15,IOB_X0Y130,LIOB33_X0Y129,IO_L10P_T1_AD4P_15
E16,15,IOB_X0Y129,LIOB33_X0Y129,IO_L10N_T1_AD4N_15
E17,15,IOB_X0Y125,LIOB33_X0Y125,IO_L12N_T1_MRCC_AD5N_15
E18,15,IOB_X0Y124,LIOB33_X0Y123,IO_L13P_T2_MRCC_15
E20,15,IOB_X0Y115,LIOB33_X0Y115,IO_L17N_T2_A25_15
E21,14,IOB_X0Y82,LIOB33_X0Y81,IO_L9P_T1_DQS_14
E22,14,IOB_X0Y81,LIOB33_X0Y81,IO_L9N_T1_DQS_D13_14
E23,14,IOB_X0Y75,LIOB33_X0Y75,IO_L12N_T1_MRCC_14
E25,14,IOB_X0Y70,LIOB33_X0Y69,IO_L15P_T2_DQS_RDWR_B_14
E26,14,IOB_X0Y65,LIOB33_X0Y65,IO_L17N_T2_A13_D29_14
F1,116,OPAD_X0Y8,GTX_CHANNEL_0_X99Y162,MGTXTXN0_116
F2,116,OPAD_X0Y9,GTX_CHANNEL_0_X99Y162,MGTXTXP0_116
F5,116,IPAD_X0Y41,GTX_COMMON_X99Y179,MGTREFCLK1N_116
F6,116,IPAD_X0Y40,GTX_COMMON_X99Y179,MGTREFCLK1P_116
F8,16,IOB_X0Y185,LIOB33_X0Y185,IO_L7N_T1_16
F9,16,IOB_X0Y186,LIOB33_X0Y185,IO_L7P_T1_16
F10,16,IOB_X0Y177,LIOB33_X0Y177,IO_L11N_T1_SRCC_16
F12,16,IOB_X0Y167,LIOB33_X0Y167,IO_L16N_T2_16
F13,16,IOB_X0Y169,LIOB33_X0Y169,IO_L15N_T2_DQS_16
F14,16,IOB_X0Y170,LIOB33_X0Y169,IO_L15P_T2_DQS_16
F15,15,IOB_X0Y133,LIOB33_X0Y133,IO_L8N_T1_AD3N_15
F17,15,IOB_X0Y126,LIOB33_X0Y125,IO_L12P_T1_MRCC_AD5P_15
F18,15,IOB_X0Y127,LIOB33_X0Y127,IO_L11N_T1_SRCC_AD12N_15
F19,15,IOB_X0Y116,LIOB33_X0Y115,IO_L17P_T2_A26_15
F20,15,IOB_X0Y117,LIOB33_X0Y117,IO_L16N_T2_A27_15
F22,14,IOB_X0Y76,LIOB33_X0Y75,IO_L12P_T1_MRCC_14
F23,14,IOB_X0Y73,LIOB33_X0Y73,IO_L13N_T2_MRCC_14
F24,14,IOB_X0Y71,LIOB33_X0Y71,IO_L14N_T2_SRCC_14
F25,14,IOB_X0Y66,LIOB33_X0Y65,IO_L17P_T2_A14_D30_14
G3,116,IPAD_X0Y30,GTX_CHANNEL_0_X99Y162,MGTXRXN0_116
G4,116,IPAD_X0Y31,GTX_CHANNEL_0_X99Y162,MGTXRXP0_116
G9,16,IOB_X0Y195,LIOB33_X0Y195,IO_L2N_T0_16
G10,16,IOB_X0Y196,LIOB33_X0Y195,IO_L2P_T0_16
G11,16,IOB_X0Y178,LIOB33_X0Y177,IO_L11P_T1_SRCC_16
G12,16,IOB_X0Y168,LIOB33_X0Y167,IO_L16P_T2_16
G14,16,IOB_X0Y189,LIOB33_X0Y189,IO_L5N_T0_16
G15,15,IOB_X0Y134,LIOB33_X0Y133,IO_L8P_T1_AD3P_15
G16,15,IOB_X0Y135,LIOB33_X0Y135,IO_L7N_T1_AD10N_15
G17,15,IOB_X0Y128,LIOB33_X0Y127,IO_L11P_T1_SRCC_AD12P_15
G19,15,IOB_X0Y118,LIOB33_X0Y117,IO_L16P_T2_A28_15
G20,15,IOB_X0Y113,LIOB33_X0Y113,IO_L18N_T2_A23_15
G21,14,IOB_X0Y61,LIOB33_X0Y61,IO_L19N_T3_A09_D25_VREF_14
G22,14,IOB_X0Y74,LIOB33_X0Y73,IO_L13P_T2_MRCC_14
G24,14,IOB_X0Y72,LIOB33_X0Y71,IO_L14P_T2_SRCC_14
G25,14,IOB_X0Y68,LIOB33_X0Y67,IO_L16P_T2_CSI_B_14
G26,14,IOB_X0Y67,LIOB33_X0Y67,IO_L16N_T2_A15_D31_14
H1,115,OPAD_X0Y6,GTX_CHANNEL_3_X99Y150,MGTXTXN3_115
H2,115,OPAD_X0Y7,GTX_CHANNEL_3_X99Y150,MGTXTXP3_115
H5,115,IPAD_X0Y9,GTX_COMMON_X99Y127,MGTREFCLK0N_115
H6,115,IPAD_X0Y8,GTX_COMMON_X99Y127,MGTREFCLK0P_115
H8,16,IOB_X0Y197,LIOB33_X0Y197,IO_L1N_T0_16
H9,16,IOB_X0Y198,LIOB33_X0Y197,IO_L1P_T0_16
H11,16,IOB_X0Y187,LIOB33_X0Y187,IO_L6N_T0_VREF_16
H12,16,IOB_X0Y188,LIOB33_X0Y187,IO_L6P_T0_16
H13,16,IOB_X0Y193,LIOB33_X0Y193,IO_L3N_T0_DQS_16
H14,16,IOB_X0Y190,LIOB33_X0Y189,IO_L5P_T0_16
H16,15,IOB_X0Y136,LIOB33_X0Y135,IO_L7P_T1_AD10P_15
H17,15,IOB_X0Y122,LIOB33_X0Y121,IO_L14P_T2_SRCC_15
H18,15,IOB_X0Y121,LIOB33_X0Y121,IO_L14N_T2_SRCC_15
H19,15,IOB_X0Y114,LIOB33_X0Y113,IO_L18P_T2_A24_15
H21,14,IOB_X0Y62,LIOB33_X0Y61,IO_L19P_T3_A10_D26_14
H22,14,IOB_X0Y57,LIOB33_X0Y57,IO_L21N_T3_DQS_A06_D22_14
H23,14,IOB_X0Y60,LIOB33_X0Y59,IO_L20P_T3_A08_D24_14
H24,14,IOB_X0Y59,LIOB33_X0Y59,IO_L20N_T3_A07_D23_14
H26,14,IOB_X0Y63,LIOB33_X0Y63,IO_L18N_T2_A11_D27_14
J3,115,IPAD_X0Y24,GTX_CHANNEL_3_X99Y150,MGTXRXN3_115
J4,115,IPAD_X0Y25,GTX_CHANNEL_3_X99Y150,MGTXRXP3_115
J8,16,IOB_X0Y199,LIOB33_SING_X0Y199,IO_0_16
J10,16,IOB_X0Y191,LIOB33_X0Y191,IO_L4N_T0_16
J11,16,IOB_X0Y192,LIOB33_X0Y191,IO_L4P_T0_16
J13,16,IOB_X0Y194,LIOB33_X0Y193,IO_L3P_T0_DQS_16
J14,16,IOB_X0Y150,LIOB33_SING_X0Y150,IO_25_16
J15,15,IOB_X0Y132,LIOB33_X0Y131,IO_L9P_T1_DQS_AD11P_15
J16,15,IOB_X0Y131,LIOB33_X0Y131,IO_L9N_T1_DQS_AD11N_15
J18,15,IOB_X0Y110,LIOB33_X0Y109,IO_L20P_T3_A20_15
J19,15,IOB_X0Y109,LIOB33_X0Y109,IO_L20N_T3_A19_15
J20,15,IOB_X0Y111,LIOB33_X0Y111,IO_L19N_T3_A21_VREF_15
J21,14,IOB_X0Y58,LIOB33_X0Y57,IO_L21P_T3_DQS_14
J23,14,IOB_X0Y51,LIOB33_X0Y51,IO_L24N_T3_A00_D16_14
J24,14,IOB_X0Y56,LIOB33_X0Y55,IO_L22P_T3_A05_D21_14
J25,14,IOB_X0Y55,LIOB33_X0Y55,IO_L22N_T3_A04_D20_14
J26,14,IOB_X0Y64,LIOB33_X0Y63,IO_L18P_T2_A12_D28_14
K1,115,OPAD_X0Y4,GTX_CHANNEL_2_X99Y139,MGTXTXN2_115
K2,115,OPAD_X0Y5,GTX_CHANNEL_2_X99Y139,MGTXTXP2_115
K5,115,IPAD_X0Y11,GTX_COMMON_X99Y127,MGTREFCLK1N_115
K6,115,IPAD_X0Y10,GTX_COMMON_X99Y127,MGTREFCLK1P_115
K15,15,IOB_X0Y149,LIOB33_SING_X0Y149,IO_0_15
K16,15,IOB_X0Y106,LIOB33_X0Y105,IO_L22P_T3_A17_15
K17,15,IOB_X0Y105,LIOB33_X0Y105,IO_L22N_T3_A16_15
K18,15,IOB_X0Y101,LIOB33_X0Y101,IO_L24N_T3_RS0_15
K20,15,IOB_X0Y112,LIOB33_X0Y111,IO_L19P_T3_A22_15
K21,14,IOB_X0Y99,LIOB33_SING_X0Y99,IO_0_14
K22,14,IOB_X0Y53,LIOB33_X0Y53,IO_L23N_T3_A02_D18_14
K23,14,IOB_X0Y52,LIOB33_X0Y51,IO_L24P_T3_A01_D17_14
K25,13,IOB_X0Y48,LIOB33_X0Y47,IO_L1P_T0_13
K26,13,IOB_X0Y47,LIOB33_X0Y47,IO_L1N_T0_13
L3,115,IPAD_X0Y18,GTX_CHANNEL_2_X99Y139,MGTXRXN2_115
L4,115,IPAD_X0Y19,GTX_CHANNEL_2_X99Y139,MGTXRXP2_115
L17,15,IOB_X0Y102,LIOB33_X0Y101,IO_L24P_T3_RS1_15
L18,15,IOB_X0Y103,LIOB33_X0Y103,IO_L23N_T3_FWE_B_15
L19,15,IOB_X0Y108,LIOB33_X0Y107,IO_L21P_T3_DQS_15
L20,15,IOB_X0Y107,LIOB33_X0Y107,IO_L21N_T3_DQS_A18_15
L22,14,IOB_X0Y54,LIOB33_X0Y53,IO_L23P_T3_A03_D19_14
L23,14,IOB_X0Y50,LIOB33_SING_X0Y50,IO_25_14
L24,13,IOB_X0Y33,LIOB33_X0Y33,IO_L8N_T1_13
L25,13,IOB_X0Y43,LIOB33_X0Y43,IO_L3N_T0_DQS_13
M1,115,OPAD_X0Y2,GTX_CHANNEL_1_X99Y121,MGTXTXN1_115
M2,115,OPAD_X0Y3,GTX_CHANNEL_1_X99Y121,MGTXTXP1_115
M16,15,IOB_X0Y100,LIOB33_SING_X0Y100,IO_25_15
M17,15,IOB_X0Y104,LIOB33_X0Y103,IO_L23P_T3_FOE_B_15
M19,13,IOB_X0Y5,LIOB33_X0Y5,IO_L22N_T3_13
M20,13,IOB_X0Y35,LIOB33_X0Y35,IO_L7N_T1_13
M21,13,IOB_X0Y30,LIOB33_X0Y29,IO_L10P_T1_13
M22,13,IOB_X0Y29,LIOB33_X0Y29,IO_L10N_T1_13
M24,13,IOB_X0Y34,LIOB33_X0Y33,IO_L8P_T1_13
M25,13,IOB_X0Y44,LIOB33_X0Y43,IO_L3P_T0_DQS_13
M26,13,IOB_X0Y39,LIOB33_X0Y39,IO_L5N_T0_13
N3,115,IPAD_X0Y6,GTX_CHANNEL_1_X99Y121,MGTXRXN1_115
N4,115,IPAD_X0Y7,GTX_CHANNEL_1_X99Y121,MGTXRXP1_115
N12,0,IPAD_X0Y66,MONITOR_BOT_FUJI2_X61Y131,VP_0
N16,13,IOB_X0Y49,LIOB33_SING_X0Y49,IO_0_13
N17,13,IOB_X0Y9,LIOB33_X0Y9,IO_L20N_T3_13
N18,13,IOB_X0Y6,LIOB33_X0Y5,IO_L22P_T3_13
N19,13,IOB_X0Y36,LIOB33_X0Y35,IO_L7P_T1_13
N21,13,IOB_X0Y26,LIOB33_X0Y25,IO_L12P_T1_MRCC_13
N22,13,IOB_X0Y25,LIOB33_X0Y25,IO_L12N_T1_MRCC_13
N23,13,IOB_X0Y27,LIOB33_X0Y27,IO_L11N_T1_SRCC_13
N24,13,IOB_X0Y41,LIOB33_X0Y41,IO_L4N_T0_13
N26,13,IOB_X0Y40,LIOB33_X0Y39,IO_L5P_T0_13
P1,115,OPAD_X0Y0,GTX_CHANNEL_0_X99Y110,MGTXTXN0_115
P2,115,OPAD_X0Y1,GTX_CHANNEL_0_X99Y110,MGTXTXP0_115
P11,0,IPAD_X0Y67,MONITOR_BOT_FUJI2_X61Y131,VN_0
P16,13,IOB_X0Y10,LIOB33_X0Y9,IO_L20P_T3_13
P18,13,IOB_X0Y1,LIOB33_X0Y1,IO_L24N_T3_13
P19,13,IOB_X0Y32,LIOB33_X0Y31,IO_L9P_T1_DQS_13
P20,13,IOB_X0Y31,LIOB33_X0Y31,IO_L9N_T1_DQS_13
P21,13,IOB_X0Y23,LIOB33_X0Y23,IO_L13N_T2_MRCC_13
P23,13,IOB_X0Y28,LIOB33_X0Y27,IO_L11P_T1_SRCC_13
P24,13,IOB_X0Y42,LIOB33_X0Y41,IO_L4P_T0_13
P25,13,IOB_X0Y37,LIOB33_X0Y37,IO_L6N_T0_VREF_13
P26,13,IOB_X0Y45,LIOB33_X0Y45,IO_L2N_T0_13
R3,115,IPAD_X0Y0,GTX_CHANNEL_0_X99Y110,MGTXRXN0_115
R4,115,IPAD_X0Y1,GTX_CHANNEL_0_X99Y110,MGTXRXP0_115
R16,13,IOB_X0Y8,LIOB33_X0Y7,IO_L21P_T3_DQS_13
R17,13,IOB_X0Y7,LIOB33_X0Y7,IO_L21N_T3_DQS_13
R18,13,IOB_X0Y2,LIOB33_X0Y1,IO_L24P_T3_13
R20,13,IOB_X0Y17,LIOB33_X0Y17,IO_L16N_T2_13
R21,13,IOB_X0Y24,LIOB33_X0Y23,IO_L13P_T2_MRCC_13
R22,13,IOB_X0Y22,LIOB33_X0Y21,IO_L14P_T2_SRCC_13
R23,13,IOB_X0Y21,LIOB33_X0Y21,IO_L14N_T2_SRCC_13
R25,13,IOB_X0Y38,LIOB33_X0Y37,IO_L6P_T0_13
R26,13,IOB_X0Y46,LIOB33_X0Y45,IO_L2P_T0_13
T7,34,IOB_X1Y50,RIOB18_SING_X43Y50,IO_25_VRP_34
T17,13,IOB_X0Y3,LIOB33_X0Y3,IO_L23N_T3_13
T18,13,IOB_X0Y12,LIOB33_X0Y11,IO_L19P_T3_13
T19,13,IOB_X0Y11,LIOB33_X0Y11,IO_L19N_T3_VREF_13
T20,13,IOB_X0Y18,LIOB33_X0Y17,IO_L16P_T2_13
T22,13,IOB_X0Y16,LIOB33_X0Y15,IO_L17P_T2_13
T23,13,IOB_X0Y15,LIOB33_X0Y15,IO_L17N_T2_13
T24,13,IOB_X0Y20,LIOB33_X0Y19,IO_L15P_T2_DQS_13
T25,13,IOB_X0Y19,LIOB33_X0Y19,IO_L15N_T2_DQS_13
U1,34,IOB_X1Y95,RIOB18_X43Y95,IO_L2N_T0_34
U2,34,IOB_X1Y96,RIOB18_X43Y95,IO_L2P_T0_34
U4,34,IOB_X1Y99,RIOB18_SING_X43Y99,IO_0_VRN_34
U5,34,IOB_X1Y97,RIOB18_X43Y97,IO_L1N_T0_34
U6,34,IOB_X1Y98,RIOB18_X43Y97,IO_L1P_T0_34
U7,34,IOB_X1Y90,RIOB18_X43Y89,IO_L5P_T0_34
U9,33,IOB_X1Y49,RIOB18_SING_X43Y49,IO_0_VRN_33
U16,13,IOB_X0Y0,LIOB33_SING_X0Y0,IO_25_13
U17,13,IOB_X0Y4,LIOB33_X0Y3,IO_L23P_T3_13
U19,13,IOB_X0Y14,LIOB33_X0Y13,IO_L18P_T2_13
U20,13,IOB_X0Y13,LIOB33_X0Y13,IO_L18N_T2_13
V1,34,IOB_X1Y83,RIOB18_X43Y83,IO_L8N_T1_34
V2,34,IOB_X1Y84,RIOB18_X43Y83,IO_L8P_T1_34
V3,34,IOB_X1Y92,RIOB18_X43Y91,IO_L4P_T0_34
V4,34,IOB_X1Y88,RIOB18_X43Y87,IO_L6P_T0_34
V6,34,IOB_X1Y89,RIOB18_X43Y89,IO_L5N_T0_34
V7,33,IOB_X1Y45,RIOB18_X43Y45,IO_L2N_T0_33
V8,33,IOB_X1Y46,RIOB18_X43Y45,IO_L2P_T0_33
V9,33,IOB_X1Y38,RIOB18_X43Y37,IO_L6P_T0_33
V11,33,IOB_X1Y48,RIOB18_X43Y47,IO_L1P_T0_33
V12,33,IOB_X1Y0,RIOB18_SING_X43Y0,IO_25_VRP_33
W1,34,IOB_X1Y80,RIOB18_X43Y79,IO_L10P_T1_34
W3,34,IOB_X1Y91,RIOB18_X43Y91,IO_L4N_T0_34
W4,34,IOB_X1Y87,RIOB18_X43Y87,IO_L6N_T0_VREF_34
W5,34,IOB_X1Y93,RIOB18_X43Y93,IO_L3N_T0_DQS_34
W6,34,IOB_X1Y94,RIOB18_X43Y93,IO_L3P_T0_DQS_34
W8,33,IOB_X1Y37,RIOB18_X43Y37,IO_L6N_T0_VREF_33
