pin,bank,site,tile,pin_function
C24,16,IOB_X0Y154,LIOB33_X0Y153,IO_L23P_T3_16
C26,16,IOB_X0Y156,LIOB33_X0Y155,IO_L22P_T3_16
D1,35,IOB_X1Y103,RIOB33_X57Y103,IO_L23N_T3_35
D3,35,IOB_X1Y116,RIOB33_X57Y115,IO_L17P_T2_35
D4,35,IOB_X1Y122,RIOB33_X57Y121,IO_L14P_T2_SRCC_35
D5,35,IOB_X1Y123,RIOB33_X57Y123,IO_L13N_T2_MRCC_35
D6,35,IOB_X1Y147,RIOB33_X57Y147,IO_L1N_T0_AD4N_35
D8,216,OPAD_X0Y11,GTP_CHANNEL_1_X130Y173,MGTPTXP1_216
D10,216,OPAD_X0Y15,GTP_CHANNEL_3_X130Y202,MGTPTXP3_216
D12,216,IPAD_X1Y61,GTP_CHANNEL_3_X130Y202,MGTPRXP3_216
D14,216,IPAD_X1Y43,GTP_CHANNEL_1_X130Y173,MGTPRXP1_216
D16,16,IOB_X0Y183,LIOB33_X0Y183,IO_L8N_T1_16
D18,16,IOB_X0Y176,LIOB33_X0Y175,IO_L12P_T1_MRCC_16
D19,16,IOB_X0Y174,LIOB33_X0Y173,IO_L13P_T2_MRCC_16
D20,16,IOB_X0Y171,LIOB33_X0Y171,IO_L14N_T2_SRCC_16
D21,16,IOB_X0Y163,LIOB33_X0Y163,IO_L18N_T2_16
D23,16,IOB_X0Y152,LIOB33_X0Y151,IO_L24P_T3_16
D24,16,IOB_X0Y151,LIOB33_X0Y151,IO_L24N_T3_16
D25,15,IOB_X0Y109,LIOB33_X0Y109,IO_L20N_T3_A19_15
D26,15,IOB_X0Y107,LIOB33_X0Y107,IO_L21N_T3_DQS_A18_15
E1,35,IOB_X1Y104,RIOB33_X57Y103,IO_L23P_T3_35
E2,35,IOB_X1Y105,RIOB33_X57Y105,IO_L22N_T3_35
E3,35,IOB_X1Y113,RIOB33_X57Y113,IO_L18N_T2_35
E5,35,IOB_X1Y124,RIOB33_X57Y123,IO_L13P_T2_MRCC_35
E6,35,IOB_X1Y148,RIOB33_X57Y147,IO_L1P_T0_AD4P_35
E11,216,IPAD_X1Y45,GTP_COMMON_X130Y179,MGTREFCLK0N_216
E13,216,IPAD_X1Y47,GTP_COMMON_X130Y179,MGTREFCLK1N_216
E16,16,IOB_X0Y184,LIOB33_X0Y183,IO_L8P_T1_16
E17,16,IOB_X0Y178,LIOB33_X0Y177,IO_L11P_T1_SRCC_16
E18,16,IOB_X0Y177,LIOB33_X0Y177,IO_L11N_T1_SRCC_16
E20,16,IOB_X0Y172,LIOB33_X0Y171,IO_L14P_T2_SRCC_16
E21,16,IOB_X0Y164,LIOB33_X0Y163,IO_L18P_T2_16
E22,16,IOB_X0Y150,LIOB33_SING_X0Y150,IO_25_16
E23,15,IOB_X0Y115,LIOB33_X0Y115,IO_L17N_T2_A25_15
E25,15,IOB_X0Y110,LIOB33_X0Y109,IO_L20P_T3_A20_15
E26,15,IOB_X0Y108,LIOB33_X0Y107,IO_L21P_T3_DQS_15
F2,35,IOB_X1Y106,RIOB33_X57Y105,IO_L22P_T3_35
F3,35,IOB_X1Y114,RIOB33_X57Y113,IO_L18P_T2_35
F4,35,IOB_X1Y127,RIOB33_X57Y127,IO_L11N_T1_SRCC_35
F5,35,IOB_X1Y125,RIOB33_X57Y125,IO_L12N_T1_MRCC_35
F7,35,IOB_X1Y141,RIOB33_X57Y141,IO_L4N_T0_35
F8,35,IOB_X1Y142,RIOB33_X57Y141,IO_L4P_T0_35
F11,216,IPAD_X1Y44,GTP_COMMON_X130Y179,MGTREFCLK0P_216
F13,216,IPAD_X1Y46,GTP_COMMON_X130Y179,MGTREFCLK1P_216
F15,16,IOB_X0Y191,LIOB33_X0Y191,IO_L4N_T0_16
F17,16,IOB_X0Y195,LIOB33_X0Y195,IO_L2N_T0_16
F18,16,IOB_X0Y194,LIOB33_X0Y193,IO_L3P_T0_DQS_16
F19,16,IOB_X0Y193,LIOB33_X0Y193,IO_L3N_T0_DQS_16
F20,16,IOB_X0Y189,LIOB33_X0Y189,IO_L5N_T0_16
F22,15,IOB_X0Y119,LIOB33_X0Y119,IO_L15N_T2_DQS_ADV_B_15
F23,15,IOB_X0Y116,LIOB33_X0Y115,IO_L17P_T2_A26_15
F24,15,IOB_X0Y111,LIOB33_X0Y111,IO_L19N_T3_A21_VREF_15
F25,15,IOB_X0Y103,LIOB33_X0Y103,IO_L23N_T3_FWE_B_15
G1,35,IOB_X1Y101,RIOB33_X57Y101,IO_L24N_T3_35
G2,35,IOB_X1Y102,RIOB33_X57Y101,IO_L24P_T3_35
G4,35,IOB_X1Y128,RIOB33_X57Y127,IO_L11P_T1_SRCC_35
G5,35,IOB_X1Y126,RIOB33_X57Y125,IO_L12P_T1_MRCC_35
G6,35,IOB_X1Y139,RIOB33_X57Y139,IO_L5N_T0_AD13N_35
G7,35,IOB_X1Y143,RIOB33_X57Y143,IO_L3N_T0_DQS_AD5N_35
G8,35,IOB_X1Y145,RIOB33_X57Y145,IO_L2N_T0_AD12N_35
G9,35,IOB_X1Y137,RIOB33_X57Y137,IO_L6N_T0_VREF_35
G15,16,IOB_X0Y192,LIOB33_X0Y191,IO_L4P_T0_16
G16,16,IOB_X0Y187,LIOB33_X0Y187,IO_L6N_T0_VREF_16
G17,16,IOB_X0Y196,LIOB33_X0Y195,IO_L2P_T0_16
G19,16,IOB_X0Y190,LIOB33_X0Y189,IO_L5P_T0_16
G20,15,IOB_X0Y128,LIOB33_X0Y127,IO_L11P_T1_SRCC_15
G21,15,IOB_X0Y127,LIOB33_X0Y127,IO_L11N_T1_SRCC_15
G22,15,IOB_X0Y120,LIOB33_X0Y119,IO_L15P_T2_DQS_15
G24,15,IOB_X0Y112,LIOB33_X0Y111,IO_L19P_T3_A22_15
G25,15,IOB_X0Y104,LIOB33_X0Y103,IO_L23P_T3_FOE_B_15
G26,15,IOB_X0Y105,LIOB33_X0Y105,IO_L22N_T3_A16_15
H1,34,IOB_X1Y79,RIOB33_X57Y79,IO_L10N_T1_34
H2,34,IOB_X1Y80,RIOB33_X57Y79,IO_L10P_T1_34
H3,35,IOB_X1Y100,RIOB33_SING_X57Y100,IO_25_35
H4,35,IOB_X1Y131,RIOB33_X57Y131,IO_L9N_T1_DQS_AD7N_35
H6,35,IOB_X1Y140,RIOB33_X57Y139,IO_L5P_T0_AD13P_35
H7,35,IOB_X1Y144,RIOB33_X57Y143,IO_L3P_T0_DQS_AD5P_35
H8,35,IOB_X1Y146,RIOB33_X57Y145,IO_L2P_T0_AD12P_35
H9,35,IOB_X1Y138,RIOB33_X57Y137,IO_L6P_T0_35
H14,16,IOB_X0Y198,LIOB33_X0Y197,IO_L1P_T0_16
H15,16,IOB_X0Y197,LIOB33_X0Y197,IO_L1N_T0_16
H16,16,IOB_X0Y188,LIOB33_X0Y187,IO_L6P_T0_16
H17,16,IOB_X0Y199,LIOB33_SING_X0Y199,IO_0_16
H18,15,IOB_X0Y129,LIOB33_X0Y129,IO_L10N_T1_AD11N_15
H19,15,IOB_X0Y135,LIOB33_X0Y135,IO_L7N_T1_AD2N_15
H21,15,IOB_X0Y124,LIOB33_X0Y123,IO_L13P_T2_MRCC_15
H22,15,IOB_X0Y123,LIOB33_X0Y123,IO_L13N_T2_MRCC_15
H23,15,IOB_X0Y121,LIOB33_X0Y121,IO_L14N_T2_SRCC_15
H24,15,IOB_X0Y117,LIOB33_X0Y117,IO_L16N_T2_A27_15
H26,15,IOB_X0Y106,LIOB33_X0Y105,IO_L22P_T3_A17_15
J1,34,IOB_X1Y85,RIOB33_X57Y85,IO_L7N_T1_34
J3,34,IOB_X1Y97,RIOB33_X57Y97,IO_L1N_T0_34
J4,35,IOB_X1Y132,RIOB33_X57Y131,IO_L9P_T1_DQS_AD7P_35
J5,35,IOB_X1Y135,RIOB33_X57Y135,IO_L7N_T1_AD6N_35
J6,35,IOB_X1Y136,RIOB33_X57Y135,IO_L7P_T1_AD6P_35
J8,35,IOB_X1Y149,RIOB33_SING_X57Y149,IO_0_35
J14,15,IOB_X0Y146,LIOB33_X0Y145,IO_L2P_T0_AD8P_15
J15,15,IOB_X0Y145,LIOB33_X0Y145,IO_L2N_T0_AD8N_15
J16,15,IOB_X0Y147,LIOB33_X0Y147,IO_L1N_T0_AD0N_15
J18,15,IOB_X0Y130,LIOB33_X0Y129,IO_L10P_T1_AD11P_15
J19,15,IOB_X0Y136,LIOB33_X0Y135,IO_L7P_T1_AD2P_15
J20,15,IOB_X0Y131,LIOB33_X0Y131,IO_L9N_T1_DQS_AD3N_15
J21,15,IOB_X0Y125,LIOB33_X0Y125,IO_L12N_T1_MRCC_15
J23,15,IOB_X0Y122,LIOB33_X0Y121,IO_L14P_T2_SRCC_15
J24,15,IOB_X0Y118,LIOB33_X0Y117,IO_L16P_T2_A28_15
J25,15,IOB_X0Y102,LIOB33_X0Y101,IO_L24P_T3_RS1_15
J26,15,IOB_X0Y101,LIOB33_X0Y101,IO_L24N_T3_RS0_15
K1,34,IOB_X1Y86,RIOB33_X57Y85,IO_L7P_T1_34
K2,34,IOB_X1Y83,RIOB33_X57Y83,IO_L8N_T1_34
K3,34,IOB_X1Y98,RIOB33_X57Y97,IO_L1P_T0_34
K5,34,IOB_X1Y91,RIOB33_X57Y91,IO_L4N_T0_34
K6,35,IOB_X1Y129,RIOB33_X57Y129,IO_L10N_T1_AD15N_35
K7,35,IOB_X1Y130,RIOB33_X57Y129,IO_L10P_T1_AD15P_35
K8,35,IOB_X1Y133,RIOB33_X57Y133,IO_L8N_T1_AD14N_35
K15,15,IOB_X0Y148,LIOB33_X0Y147,IO_L1P_T0_AD0P_15
K16,15,IOB_X0Y144,LIOB33_X0Y143,IO_L3P_T0_DQS_AD1P_15
K17,15,IOB_X0Y143,LIOB33_X0Y143,IO_L3N_T0_DQS_AD1N_15
K18,15,IOB_X0Y149,LIOB33_SING_X0Y149,IO_0_15
K20,15,IOB_X0Y132,LIOB33_X0Y131,IO_L9P_T1_DQS_AD3P_15
K21,15,IOB_X0Y126,LIOB33_X0Y125,IO_L12P_T1_MRCC_15
K22,15,IOB_X0Y114,LIOB33_X0Y113,IO_L18P_T2_A24_15
K23,15,IOB_X0Y113,LIOB33_X0Y113,IO_L18N_T2_A23_15
K25,14,IOB_X0Y86,LIOB33_X0Y85,IO_L7P_T1_D09_14
K26,14,IOB_X0Y85,LIOB33_X0Y85,IO_L7N_T1_D10_14
L2,34,IOB_X1Y77,RIOB33_X57Y77,IO_L11N_T1_SRCC_34
L3,34,IOB_X1Y84,RIOB33_X57Y83,IO_L8P_T1_34
L4,34,IOB_X1Y93,RIOB33_X57Y93,IO_L3N_T0_DQS_34
L5,34,IOB_X1Y92,RIOB33_X57Y91,IO_L4P_T0_34
L7,34,IOB_X1Y95,RIOB33_X57Y95,IO_L2N_T0_34
L8,35,IOB_X1Y134,RIOB33_X57Y133,IO_L8P_T1_AD14P_35
L14,15,IOB_X0Y141,LIOB33_X0Y141,IO_L4N_T0_15
L15,15,IOB_X0Y139,LIOB33_X0Y139,IO_L5N_T0_AD9N_15
L17,15,IOB_X0Y134,LIOB33_X0Y133,IO_L8P_T1_AD10P_15
L18,15,IOB_X0Y133,LIOB33_X0Y133,IO_L8N_T1_AD10N_15
L19,15,IOB_X0Y100,LIOB33_SING_X0Y100,IO_25_15
L20,14,IOB_X0Y83,LIOB33_X0Y83,IO_L8N_T1_D12_14
L22,14,IOB_X0Y78,LIOB33_X0Y77,IO_L11P_T1_SRCC_14
L23,14,IOB_X0Y77,LIOB33_X0Y77,IO_L11N_T1_SRCC_14
L24,14,IOB_X0Y82,LIOB33_X0Y81,IO_L9P_T1_DQS_14
L25,14,IOB_X0Y81,LIOB33_X0Y81,IO_L9N_T1_DQS_D13_14
M1,34,IOB_X1Y81,RIOB33_X57Y81,IO_L9N_T1_DQS_34
M2,34,IOB_X1Y78,RIOB33_X57Y77,IO_L11P_T1_SRCC_34
M4,34,IOB_X1Y94,RIOB33_X57Y93,IO_L3P_T0_DQS_34
M5,34,IOB_X1Y87,RIOB33_X57Y87,IO_L6N_T0_VREF_34
M6,34,IOB_X1Y88,RIOB33_X57Y87,IO_L6P_T0_34
M7,34,IOB_X1Y96,RIOB33_X57Y95,IO_L2P_T0_34
M14,15,IOB_X0Y142,LIOB33_X0Y141,IO_L4P_T0_15
M15,15,IOB_X0Y140,LIOB33_X0Y139,IO_L5P_T0_AD9P_15
M16,15,IOB_X0Y138,LIOB33_X0Y137,IO_L6P_T0_15
M17,15,IOB_X0Y137,LIOB33_X0Y137,IO_L6N_T0_VREF_15
M19,14,IOB_X0Y99,LIOB33_SING_X0Y99,IO_0_14
M20,14,IOB_X0Y84,LIOB33_X0Y83,IO_L8P_T1_D11_14
M21,14,IOB_X0Y76,LIOB33_X0Y75,IO_L12P_T1_MRCC_14
M22,14,IOB_X0Y75,LIOB33_X0Y75,IO_L12N_T1_MRCC_14
M24,14,IOB_X0Y80,LIOB33_X0Y79,IO_L10P_T1_D14_14
M25,14,IOB_X0Y79,LIOB33_X0Y79,IO_L10N_T1_D15_14
M26,14,IOB_X0Y59,LIOB33_X0Y59,IO_L20N_T3_A07_D23_14
N1,34,IOB_X1Y82,RIOB33_X57Y81,IO_L9P_T1_DQS_34
N2,34,IOB_X1Y75,RIOB33_X57Y75,IO_L12N_T1_MRCC_34
N3,34,IOB_X1Y76,RIOB33_X57Y75,IO_L12P_T1_MRCC_34
N4,34,IOB_X1Y71,RIOB33_X57Y71,IO_L14N_T2_SRCC_34
N6,34,IOB_X1Y89,RIOB33_X57Y89,IO_L5N_T0_34
N7,34,IOB_X1Y90,RIOB33_X57Y89,IO_L5P_T0_34
N8,34,IOB_X1Y99,RIOB33_SING_X57Y99,IO_0_34
N12,0,IPAD_X0Y30,MONITOR_BOT_X46Y131,VP_0
N14,14,IOB_X0Y95,LIOB33_X0Y95,IO_L2N_T0_D03_14
N16,14,IOB_X0Y92,LIOB33_X0Y91,IO_L4P_T0_D04_14
N17,14,IOB_X0Y91,LIOB33_X0Y91,IO_L4N_T0_D05_14
N18,14,IOB_X0Y87,LIOB33_X0Y87,IO_L6N_T0_D08_VREF_14
N19,14,IOB_X0Y67,LIOB33_X0Y67,IO_L16N_T2_A15_D31_14
N21,14,IOB_X0Y74,LIOB33_X0Y73,IO_L13P_T2_MRCC_14
N22,14,IOB_X0Y73,LIOB33_X0Y73,IO_L13N_T2_MRCC_14
N23,14,IOB_X0Y70,LIOB33_X0Y69,IO_L15P_T2_DQS_RDWR_B_14
N24,14,IOB_X0Y69,LIOB33_X0Y69,IO_L15N_T2_DQS_DOUT_CSO_B_14
N26,14,IOB_X0Y60,LIOB33_X0Y59,IO_L20P_T3_A08_D24_14
P1,34,IOB_X1Y69,RIOB33_X57Y69,IO_L15N_T2_DQS_34
P3,34,IOB_X1Y73,RIOB33_X57Y73,IO_L13N_T2_MRCC_34
P4,34,IOB_X1Y72,RIOB33_X57Y71,IO_L14P_T2_SRCC_34
P5,34,IOB_X1Y61,RIOB33_X57Y61,IO_L19N_T3_VREF_34
P6,34,IOB_X1Y62,RIOB33_X57Y61,IO_L19P_T3_34
P8,34,IOB_X1Y55,RIOB33_X57Y55,IO_L22N_T3_34
P11,0,IPAD_X0Y31,MONITOR_BOT_X46Y131,VN_0
P14,14,IOB_X0Y96,LIOB33_X0Y95,IO_L2P_T0_D02_14
P15,14,IOB_X0Y94,LIOB33_X0Y93,IO_L3P_T0_DQS_PUDC_B_14
P16,14,IOB_X0Y93,LIOB33_X0Y93,IO_L3N_T0_DQS_EMCCLK_14
P18,14,IOB_X0Y88,LIOB33_X0Y87,IO_L6P_T0_FCS_B_14
P19,14,IOB_X0Y68,LIOB33_X0Y67,IO_L16P_T2_CSI_B_14
P20,14,IOB_X0Y72,LIOB33_X0Y71,IO_L14P_T2_SRCC_14
P21,14,IOB_X0Y71,LIOB33_X0Y71,IO_L14N_T2_SRCC_14
P23,14,IOB_X0Y66,LIOB33_X0Y65,IO_L17P_T2_A14_D30_14
P24,14,IOB_X0Y65,LIOB33_X0Y65,IO_L17N_T2_A13_D29_14
P25,14,IOB_X0Y61,LIOB33_X0Y61,IO_L19N_T3_A09_D25_VREF_14
P26,14,IOB_X0Y55,LIOB33_X0Y55,IO_L22N_T3_A04_D20_14
R1,34,IOB_X1Y70,RIOB33_X57Y69,IO_L15P_T2_DQS_34
R2,34,IOB_X1Y65,RIOB33_X57Y65,IO_L17N_T2_34
R3,34,IOB_X1Y74,RIOB33_X57Y73,IO_L13P_T2_MRCC_34
R5,34,IOB_X1Y59,RIOB33_X57Y59,IO_L20N_T3_34
R6,34,IOB_X1Y53,RIOB33_X57Y53,IO_L23N_T3_34
R7,34,IOB_X1Y54,RIOB33_X57Y53,IO_L23P_T3_34
R8,34,IOB_X1Y56,RIOB33_X57Y55,IO_L22P_T3_34
R14,14,IOB_X0Y98,LIOB33_X0Y97,IO_L1P_T0_D00_MOSI_14
R15,14,IOB_X0Y97,LIOB33_X0Y97,IO_L1N_T0_D01_DIN_14
R16,14,IOB_X0Y90,LIOB33_X0Y89,IO_L5P_T0_D06_14
R17,14,IOB_X0Y89,LIOB33_X0Y89,IO_L5N_T0_D07_14
R18,14,IOB_X0Y50,LIOB33_SING_X0Y50,IO_25_14
R20,14,IOB_X0Y64,LIOB33_X0Y63,IO_L18P_T2_A12_D28_14
R21,14,IOB_X0Y63,LIOB33_X0Y63,IO_L18N_T2_A11_D27_14
R22,14,IOB_X0Y53,LIOB33_X0Y53,IO_L23N_T3_A02_D18_14
R23,14,IOB_X0Y51,LIOB33_X0Y51,IO_L24N_T3_A00_D16_14
R25,14,IOB_X0Y62,LIOB33_X0Y61,IO_L19P_T3_A10_D26_14
R26,14,IOB_X0Y56,LIOB33_X0Y55,IO_L22P_T3_A05_D21_14
T2,34,IOB_X1Y66,RIOB33_X57Y65,IO_L17P_T2_34
T3,34,IOB_X1Y67,RIOB33_X57Y67,IO_L16N_T2_34
T4,34,IOB_X1Y68,RIOB33_X57Y67,IO_L16P_T2_34
T5,34,IOB_X1Y60,RIOB33_X57Y59,IO_L20P_T3_34
T7,34,IOB_X1Y51,RIOB33_X57Y51,IO_L24N_T3_34
T8,34,IOB_X1Y52,RIOB33_X57Y51,IO_L24P_T3_34
T14,13,IOB_X0Y10,LIOB33_X0Y9,IO_L20P_T3_13
T15,13,IOB_X0Y9,LIOB33_X0Y9,IO_L20N_T3_13
T17,13,IOB_X0Y8,LIOB33_X0Y7,IO_L21P_T3_DQS_13
T18,13,IOB_X0Y7,LIOB33_X0Y7,IO_L21N_T3_DQS_13
T19,13,IOB_X0Y16,LIOB33_X0Y15,IO_L17P_T2_13
T20,13,IOB_X0Y20,LIOB33_X0Y19,IO_L15P_T2_DQS_13
T22,14,IOB_X0Y54,LIOB33_X0Y53,IO_L23P_T3_A03_D19_14
T23,14,IOB_X0Y52,LIOB33_X0Y51,IO_L24P_T3_A01_D17_14
T24,14,IOB_X0Y58,LIOB33_X0Y57,IO_L21P_T3_DQS_14
T25,14,IOB_X0Y57,LIOB33_X0Y57,IO_L21N_T3_DQS_A06_D22_14
U1,34,IOB_X1Y63,RIOB33_X57Y63,IO_L18N_T2_34
U2,34,IOB_X1Y64,RIOB33_X57Y63,IO_L18P_T2_34
U4,34,IOB_X1Y50,RIOB33_SING_X57Y50,IO_25_34
U5,34,IOB_X1Y57,RIOB33_X57Y57,IO_L21N_T3_DQS_34
U6,34,IOB_X1Y58,RIOB33_X57Y57,IO_L21P_T3_DQS_34
U14,13,IOB_X0Y4,LIOB33_X0Y3,IO_L23P_T3_13
U15,13,IOB_X0Y6,LIOB33_X0Y5,IO_L22P_T3_13
U16,13,IOB_X0Y5,LIOB33_X0Y5,IO_L22N_T3_13
U17,13,IOB_X0Y0,LIOB33_SING_X0Y0,IO_25_13
U19,13,IOB_X0Y15,LIOB33_X0Y15,IO_L17N_T2_13
U20,13,IOB_X0Y19,LIOB33_X0Y19,IO_L15N_T2_DQS_13
U21,13,IOB_X0Y24,LIOB33_X0Y23,IO_L13P_T2_MRCC_13
U22,13,IOB_X0Y26,LIOB33_X0Y25,IO_L12P_T1_MRCC_13
U24,13,IOB_X0Y49,LIOB33_SING_X0Y49,IO_0_13
U25,13,IOB_X0Y48,LIOB33_X0Y47,IO_L1P_T0_13
U26,13,IOB_X0Y47,LIOB33_X0Y47,IO_L1N_T0_13
V14,13,IOB_X0Y3,LIOB33_X0Y3,IO_L23N_T3_13
V16,13,IOB_X0Y2,LIOB33_X0Y1,IO_L24P_T3_13
V17,13,IOB_X0Y1,LIOB33_X0Y1,IO_L24N_T3_13
V18,13,IOB_X0Y12,LIOB33_X0Y11,IO_L19P_T3_13
V19,13,IOB_X0Y14,LIOB33_X0Y13,IO_L18P_T2_13
V21,13,IOB_X0Y23,LIOB33_X0Y23,IO_L13N_T2_MRCC_13
V22,13,IOB_X0Y25,LIOB33_X0Y25,IO_L12N_T1_MRCC_13
V23,13,IOB_X0Y30,LIOB33_X0Y29,IO_L10P_T1_13
V24,13,IOB_X0Y38,LIOB33_X0Y37,IO_L6P_T0_13
V26,13,IOB_X0Y46,LIOB33_X0Y45,IO_L2P_T0_13
