pin,bank,site,tile,pin_function
L17,14,IOB_X0Y26,LIOB33_X0Y25,IO_L12P_T1_MRCC_14
L18,14,IOB_X0Y34,LIOB33_X0Y33,IO_L8P_T1_D11_14
M1,35,IOB_X1Y81,RIOB33_X43Y81,IO_L9N_T1_DQS_AD7N_35
M2,35,IOB_X1Y82,RIOB33_X43Y81,IO_L9P_T1_DQS_AD7P_35
M3,35,IOB_X1Y83,RIOB33_X43Y83,IO_L8N_T1_AD14N_35
M18,14,IOB_X0Y28,LIOB33_X0Y27,IO_L11P_T1_SRCC_14
M19,14,IOB_X0Y27,LIOB33_X0Y27,IO_L11N_T1_SRCC_14
N1,35,IOB_X1Y79,RIOB33_X43Y79,IO_L10N_T1_AD15N_35
N2,35,IOB_X1Y80,RIOB33_X43Y79,IO_L10P_T1_AD15P_35
N3,35,IOB_X1Y76,RIOB33_X43Y75,IO_L12P_T1_MRCC_35
N17,14,IOB_X0Y24,LIOB33_X0Y23,IO_L13P_T2_MRCC_14
N18,14,IOB_X0Y32,LIOB33_X0Y31,IO_L9P_T1_DQS_14
N19,14,IOB_X0Y31,LIOB33_X0Y31,IO_L9N_T1_DQS_D13_14
P1,35,IOB_X1Y61,RIOB33_X43Y61,IO_L19N_T3_VREF_35
P3,35,IOB_X1Y75,RIOB33_X43Y75,IO_L12N_T1_MRCC_35
P17,14,IOB_X0Y23,LIOB33_X0Y23,IO_L13N_T2_MRCC_14
P18,14,IOB_X0Y22,LIOB33_X0Y21,IO_L14P_T2_SRCC_14
P19,14,IOB_X0Y30,LIOB33_X0Y29,IO_L10P_T1_D14_14
R2,34,IOB_X1Y48,RIOB33_X43Y47,IO_L1P_T0_34
R3,34,IOB_X1Y46,RIOB33_X43Y45,IO_L2P_T0_34
R18,14,IOB_X0Y21,LIOB33_X0Y21,IO_L14N_T2_SRCC_14
R19,14,IOB_X0Y29,LIOB33_X0Y29,IO_L10N_T1_D15_14
T1,34,IOB_X1Y44,RIOB33_X43Y43,IO_L3P_T0_DQS_34
T2,34,IOB_X1Y47,RIOB33_X43Y47,IO_L1N_T0_34
T3,34,IOB_X1Y45,RIOB33_X43Y45,IO_L2N_T0_34
T17,14,IOB_X0Y16,LIOB33_X0Y15,IO_L17P_T2_A14_D30_14
T18,14,IOB_X0Y15,LIOB33_X0Y15,IO_L17N_T2_A13_D29_14
U1,34,IOB_X1Y43,RIOB33_X43Y43,IO_L3N_T0_DQS_34
U2,34,IOB_X1Y31,RIOB33_X43Y31,IO_L9N_T1_DQS_34
U3,34,IOB_X1Y32,RIOB33_X43Y31,IO_L9P_T1_DQS_34
U4,34,IOB_X1Y28,RIOB33_X43Y27,IO_L11P_T1_SRCC_34
U5,34,IOB_X1Y18,RIOB33_X43Y17,IO_L16P_T2_34
U7,34,IOB_X1Y12,RIOB33_X43Y11,IO_L19P_T3_34
U8,34,IOB_X1Y22,RIOB33_X43Y21,IO_L14P_T2_SRCC_34
U14,14,IOB_X0Y0,LIOB33_SING_X0Y0,IO_25_14
U15,14,IOB_X0Y4,LIOB33_X0Y3,IO_L23P_T3_A03_D19_14
U16,14,IOB_X0Y3,LIOB33_X0Y3,IO_L23N_T3_A02_D18_14
U17,14,IOB_X0Y14,LIOB33_X0Y13,IO_L18P_T2_A12_D28_14
U18,14,IOB_X0Y13,LIOB33_X0Y13,IO_L18N_T2_A11_D27_14
U19,14,IOB_X0Y20,LIOB33_X0Y19,IO_L15P_T2_DQS_RDWR_B_14
V2,34,IOB_X1Y40,RIOB33_X43Y39,IO_L5P_T0_34
V3,34,IOB_X1Y38,RIOB33_X43Y37,IO_L6P_T0_34
V4,34,IOB_X1Y27,RIOB33_X43Y27,IO_L11N_T1_SRCC_34
V5,34,IOB_X1Y17,RIOB33_X43Y17,IO_L16N_T2_34
V7,34,IOB_X1Y11,RIOB33_X43Y11,IO_L19N_T3_VREF_34
V8,34,IOB_X1Y21,RIOB33_X43Y21,IO_L14N_T2_SRCC_34
V13,14,IOB_X0Y2,LIOB33_X0Y1,IO_L24P_T3_A01_D17_14
V14,14,IOB_X0Y1,LIOB33_X0Y1,IO_L24N_T3_A00_D16_14
V15,14,IOB_X0Y8,LIOB33_X0Y7,IO_L21P_T3_DQS_14
V16,14,IOB_X0Y12,LIOB33_X0Y11,IO_L19P_T3_A10_D26_14
V17,14,IOB_X0Y11,LIOB33_X0Y11,IO_L19N_T3_A09_D25_VREF_14
V19,14,IOB_X0Y19,LIOB33_X0Y19,IO_L15N_T2_DQS_DOUT_CSO_B_14
W2,34,IOB_X1Y39,RIOB33_X43Y39,IO_L5N_T0_34
W3,34,IOB_X1Y37,RIOB33_X43Y37,IO_L6N_T0_VREF_34
W4,34,IOB_X1Y25,RIOB33_X43Y25,IO_L12N_T1_MRCC_34
W5,34,IOB_X1Y26,RIOB33_X43Y25,IO_L12P_T1_MRCC_34
W6,34,IOB_X1Y23,RIOB33_X43Y23,IO_L13N_T2_MRCC_34
W7,34,IOB_X1Y24,RIOB33_X43Y23,IO_L13P_T2_MRCC_34
W13,14,IOB_X0Y6,LIOB33_X0Y5,IO_L22P_T3_A05_D21_14
W14,14,IOB_X0Y5,LIOB33_X0Y5,IO_L22N_T3_A04_D20_14
W15,14,IOB_X0Y7,LIOB33_X0Y7,IO_L21N_T3_DQS_A06_D22_14
W16,14,IOB_X0Y10,LIOB33_X0Y9,IO_L20P_T3_A08_D24_14
W17,14,IOB_X0Y9,LIOB33_X0Y9,IO_L20N_T3_A07_D23_14
W18,14,IOB_X0Y18,LIOB33_X0Y17,IO_L16P_T2_CSI_B_14
W19,14,IOB_X0Y17,LIOB33_X0Y17,IO_L16N_T2_A15_D31_14
