pin,bank,site,tile,pin_function
M20,35,IOB_X0Y85,RIOB33_X31Y85,IO_L7N_T1_AD2N_35
N1,502,IOPAD_X1Y27,PSS2_X13Y53,PS_DDR_CS_B_502
N2,502,IOPAD_X1Y4,PSS2_X13Y53,PS_DDR_A0_502
N3,502,IOPAD_X1Y23,PSS2_X13Y53,PS_DDR_CKE_502
N5,502,IOPAD_X1Y131,PSS2_X13Y53,PS_DDR_ODT_502
N15,35,IOB_X0Y58,RIOB33_X31Y57,IO_L21P_T3_DQS_AD14P_35
N16,35,IOB_X0Y57,RIOB33_X31Y57,IO_L21N_T3_DQS_AD14N_35
N17,34,IOB_X0Y4,RIOB33_X31Y3,IO_L23P_T3_34
N18,34,IOB_X0Y24,RIOB33_X31Y23,IO_L13P_T2_MRCC_34
N20,34,IOB_X0Y22,RIOB33_X31Y21,IO_L14P_T2_SRCC_34
P1,502,IOPAD_X1Y48,PSS2_X13Y53,PS_DDR_DQ16_502
P3,502,IOPAD_X1Y49,PSS2_X13Y53,PS_DDR_DQ17_502
P4,502,IOPAD_X1Y133,PSS2_X13Y53,PS_DDR_RAS_B_502
P5,502,IOPAD_X1Y22,PSS2_X13Y53,PS_DDR_CAS_B_502
P14,34,IOB_X0Y38,RIOB33_X31Y37,IO_L6P_T0_34
P15,34,IOB_X0Y2,RIOB33_X31Y1,IO_L24P_T3_34
P16,34,IOB_X0Y1,RIOB33_X31Y1,IO_L24N_T3_34
P18,34,IOB_X0Y3,RIOB33_X31Y3,IO_L23N_T3_34
P19,34,IOB_X0Y23,RIOB33_X31Y23,IO_L13N_T2_MRCC_34
P20,34,IOB_X0Y21,RIOB33_X31Y21,IO_L14N_T2_SRCC_34
R1,502,IOPAD_X1Y51,PSS2_X13Y53,PS_DDR_DQ19_502
R2,502,IOPAD_X1Y70,PSS2_X13Y53,PS_DDR_DQS_P2_502
R3,502,IOPAD_X1Y50,PSS2_X13Y53,PS_DDR_DQ18_502
R4,502,IOPAD_X1Y20,PSS2_X13Y53,PS_DDR_BA1_502
R14,34,IOB_X0Y37,RIOB33_X31Y37,IO_L6N_T0_VREF_34
R16,34,IOB_X0Y12,RIOB33_X31Y11,IO_L19P_T3_34
R17,34,IOB_X0Y11,RIOB33_X31Y11,IO_L19N_T3_VREF_34
R18,34,IOB_X0Y9,RIOB33_X31Y9,IO_L20N_T3_34
R19,34,IOB_X0Y49,RIOB33_SING_X31Y49,IO_0_34
T1,502,IOPAD_X1Y30,PSS2_X13Y53,PS_DDR_DM2_502
T2,502,IOPAD_X1Y66,PSS2_X13Y53,PS_DDR_DQS_N2_502
T4,502,IOPAD_X1Y52,PSS2_X13Y53,PS_DDR_DQ20_502
T10,34,IOB_X0Y47,RIOB33_X31Y47,IO_L1N_T0_34
T11,34,IOB_X0Y48,RIOB33_X31Y47,IO_L1P_T0_34
T12,34,IOB_X0Y46,RIOB33_X31Y45,IO_L2P_T0_34
T14,34,IOB_X0Y40,RIOB33_X31Y39,IO_L5P_T0_34
T15,34,IOB_X0Y39,RIOB33_X31Y39,IO_L5N_T0_34
T16,34,IOB_X0Y32,RIOB33_X31Y31,IO_L9P_T1_DQS_34
T17,34,IOB_X0Y10,RIOB33_X31Y9,IO_L20P_T3_34
T19,34,IOB_X0Y0,RIOB33_SING_X31Y0,IO_25_34
T20,34,IOB_X0Y20,RIOB33_X31Y19,IO_L15P_T2_DQS_34
U2,502,IOPAD_X1Y54,PSS2_X13Y53,PS_DDR_DQ22_502
U3,502,IOPAD_X1Y55,PSS2_X13Y53,PS_DDR_DQ23_502
U4,502,IOPAD_X1Y53,PSS2_X13Y53,PS_DDR_DQ21_502
U12,34,IOB_X0Y45,RIOB33_X31Y45,IO_L2N_T0_34
U13,34,IOB_X0Y44,RIOB33_X31Y43,IO_L3P_T0_DQS_PUDC_B_34
U14,34,IOB_X0Y28,RIOB33_X31Y27,IO_L11P_T1_SRCC_34
U15,34,IOB_X0Y27,RIOB33_X31Y27,IO_L11N_T1_SRCC_34
U17,34,IOB_X0Y31,RIOB33_X31Y31,IO_L9N_T1_DQS_34
U18,34,IOB_X0Y26,RIOB33_X31Y25,IO_L12P_T1_MRCC_34
U19,34,IOB_X0Y25,RIOB33_X31Y25,IO_L12N_T1_MRCC_34
U20,34,IOB_X0Y19,RIOB33_X31Y19,IO_L15N_T2_DQS_34
V1,502,IOPAD_X1Y56,PSS2_X13Y53,PS_DDR_DQ24_502
V2,502,IOPAD_X1Y62,PSS2_X13Y53,PS_DDR_DQ30_502
V3,502,IOPAD_X1Y63,PSS2_X13Y53,PS_DDR_DQ31_502
V12,34,IOB_X0Y42,RIOB33_X31Y41,IO_L4P_T0_34
V13,34,IOB_X0Y43,RIOB33_X31Y43,IO_L3N_T0_DQS_34
V15,34,IOB_X0Y30,RIOB33_X31Y29,IO_L10P_T1_34
V16,34,IOB_X0Y14,RIOB33_X31Y13,IO_L18P_T2_34
V17,34,IOB_X0Y8,RIOB33_X31Y7,IO_L21P_T3_DQS_34
V18,34,IOB_X0Y7,RIOB33_X31Y7,IO_L21N_T3_DQS_34
V20,34,IOB_X0Y18,RIOB33_X31Y17,IO_L16P_T2_34
W1,502,IOPAD_X1Y58,PSS2_X13Y53,PS_DDR_DQ26_502
W3,502,IOPAD_X1Y61,PSS2_X13Y53,PS_DDR_DQ29_502
W4,502,IOPAD_X1Y67,PSS2_X13Y53,PS_DDR_DQS_N3_502
W5,502,IOPAD_X1Y71,PSS2_X13Y53,PS_DDR_DQS_P3_502
W13,34,IOB_X0Y41,RIOB33_X31Y41,IO_L4N_T0_34
W14,34,IOB_X0Y34,RIOB33_X31Y33,IO_L8P_T1_34
W15,34,IOB_X0Y29,RIOB33_X31Y29,IO_L10N_T1_34
W16,34,IOB_X0Y13,RIOB33_X31Y13,IO_L18N_T2_34
W18,34,IOB_X0Y6,RIOB33_X31Y5,IO_L22P_T3_34
W19,34,IOB_X0Y5,RIOB33_X31Y5,IO_L22N_T3_34
W20,34,IOB_X0Y17,RIOB33_X31Y17,IO_L16N_T2_34
Y1,502,IOPAD_X1Y31,PSS2_X13Y53,PS_DDR_DM3_502
Y2,502,IOPAD_X1Y60,PSS2_X13Y53,PS_DDR_DQ28_502
Y3,502,IOPAD_X1Y57,PSS2_X13Y53,PS_DDR_DQ25_502
Y4,502,IOPAD_X1Y59,PSS2_X13Y53,PS_DDR_DQ27_502
Y14,34,IOB_X0Y33,RIOB33_X31Y33,IO_L8N_T1_34
Y16,34,IOB_X0Y36,RIOB33_X31Y35,IO_L7P_T1_34
Y17,34,IOB_X0Y35,RIOB33_X31Y35,IO_L7N_T1_34
Y18,34,IOB_X0Y16,RIOB33_X31Y15,IO_L17P_T2_34
Y19,34,IOB_X0Y15,RIOB33_X31Y15,IO_L17N_T2_34
